loc_x,eminox,emivoc
13015.0,5.419528053333333e-12,8.65105146e-12
13017.0,2.4788339066666667e-12,2.328408944e-13
13019.0,3.797870703333333e-13,1.3944336088333333e-12
13021.0,7.121932764999999e-14,1.0353875393333333e-14
13023.0,2.991437315e-13,3.1914250083333333e-14
13025.0,6.840937271666667e-13,3.3689887835e-12
13027.0,2.4873225500000002e-12,4.981407e-12
13029.0,1.44432979e-12,1.5262693083333333e-12
13031.0,4.092773315000001e-12,4.568888898333334e-12
13043.0,3.475148201666667e-11,6.343479685833334e-11
13047.0,3.253721515e-11,1.5117200299999998e-10
13049.0,4.3776918749999996e-11,7.053453347333334e-11
13051.0,8.906753426666666e-11,5.290252533333333e-11
13053.0,7.730890574999999e-11,3.8265451866666666e-11
13057.0,1.766874905e-11,6.061672940833333e-11
13059.0,1.2189295411666668e-11,5.6733916319999996e-11
13061.0,5.013969093333333e-12,7.600570600166667e-11
13063.0,3.068763455e-12,5.103199345166667e-11
13065.0,4.723961293333333e-12,3.7033207343333337e-11
13079.0,7.03058802e-13,6.354363571e-14
14975.0,1.146202045e-12,6.980546599833333e-11
14977.0,2.4778377933333332e-12,1.1706640858333334e-10
14979.0,3.1164939233333333e-12,2.4201260425e-10
14981.0,5.557890478333334e-12,3.346917474e-10
14983.0,7.467471101666667e-12,4.1711256023333333e-10
14985.0,1.8086156133333333e-11,3.2616991856666663e-10
14987.0,2.8838951605e-11,3.0680230033333334e-10
14989.0,4.756271407166667e-11,3.180727408333333e-10
14991.0,4.147658834166667e-11,3.5126803483333335e-10
14993.0,3.8525061283333336e-11,3.4719844033333334e-10
14995.0,3.2838796385e-11,4.358029298333333e-10
14997.0,2.7118340376666667e-11,6.613010493333333e-10
14999.0,1.6433415434999998e-11,7.08403474e-10
15001.0,5.948142888333333e-12,7.170932018333334e-10
15003.0,6.728517328333334e-12,6.742832845e-10
15005.0,3.005525405166667e-11,6.76959597e-10
15007.0,2.3622010495e-11,6.905321524999999e-10
15009.0,2.5156583981666665e-11,3.1997929216666665e-10
15011.0,1.9563801083333333e-11,1.7008650218333333e-10
15013.0,1.2651948416666667e-11,8.313794665e-11
15015.0,4.5217549499999994e-12,1.1314911515e-11
15017.0,3.280966851666667e-12,2.0135880294999998e-13
15019.0,4.715061096666666e-13,1.516510001e-12
15021.0,8.00294927e-14,2.2806363283333333e-14
15023.0,4.4378654733333333e-13,4.50462767e-14
15025.0,8.889607844999999e-13,2.9904114816666667e-13
15027.0,2.5740611299999997e-12,6.549899678333333e-13
15029.0,1.9372932e-12,1.837868816666667e-12
15031.0,6.080713795e-12,2.3767514146666667e-12
15037.0,2.4272947616666664e-11,2.315170666666667e-11
15041.0,3.3070001100000006e-11,6.975825595e-11
15045.0,2.5511167133333333e-11,1.2661346451666668e-10
15047.0,4.1642813266666666e-11,1.2885110354999999e-10
15049.0,4.142944071666667e-11,6.064907096666667e-11
15051.0,8.018657903333333e-11,5.33499304e-11
15053.0,5.974599575e-11,5.082644225e-11
15057.0,8.497475933333333e-12,7.504358342500001e-11
15059.0,9.099377051666667e-12,4.8873987363333335e-11
15061.0,3.8129710083333336e-12,7.950667723333334e-11
15063.0,2.0414708283333334e-12,5.911415397333334e-11
15065.0,3.0754528816666664e-12,4.290961887333333e-11
15067.0,4.575723315e-12,2.99751769035e-11
15079.0,6.981942130000001e-13,6.351824264166667e-14
16971.0,1.4138521966666668e-12,1.6924983845e-11
16973.0,5.489276714999999e-13,4.6582357893333334e-11
16975.0,1.0735419233333332e-12,1.7470985998333335e-10
16977.0,3.518345881666667e-12,2.8175695196666665e-10
16979.0,5.910742871666667e-12,4.0608679234999997e-10
16981.0,9.463056098333333e-12,3.805099129833333e-10
16983.0,2.134104751e-11,4.256426352666667e-10
16985.0,2.869452289e-11,4.018632275e-10
16987.0,3.979369084833333e-11,3.763581315e-10
16989.0,5.982767428e-11,4.4420634083333333e-10
16991.0,6.263004073833333e-11,4.832471111666667e-10
16993.0,6.005685286666666e-11,5.664562985000001e-10
16995.0,4.6213383918333334e-11,6.342500211666666e-10
16997.0,3.143336963e-11,7.435601063333334e-10
16999.0,1.4553162738333334e-11,7.822787031666667e-10
17001.0,8.549568263333334e-12,8.009331018333333e-10
17003.0,8.81887067e-12,7.890919825e-10
17005.0,4.063261801666667e-11,7.86662733e-10
17007.0,3.086070242166667e-11,7.632790951666667e-10
17009.0,2.5836911608333336e-11,2.3570124083333335e-10
17011.0,2.0374450673333332e-11,1.2304126975e-10
17013.0,8.881974028333333e-12,5.731055936666667e-11
17015.0,4.795237583333334e-12,1.363224933e-11
17017.0,2.5744280583333334e-12,1.0632739386666667e-13
17019.0,3.836144075e-13,5.897833758333333e-14
17021.0,6.145951206666667e-14,3.554058941666666e-14
17023.0,1.5014948216666667e-13,1.7353865216666666e-14
17025.0,2.8484221833333335e-12,6.60154341e-14
17027.0,5.228357726666667e-12,3.822849553333334e-13
17029.0,1.8601965766666665e-12,2.714280165e-12
17031.0,4.721704553333333e-12,1.332492315e-12
17039.0,1.1101652991666666e-11,2.4783640008333336e-11
17041.0,2.333171325e-11,5.005807789166667e-11
17045.0,2.7606083683333335e-11,1.3425318901666666e-10
17047.0,3.9846843800000004e-11,6.760199358166667e-11
17049.0,4.9387455716666667e-11,5.501738568333333e-11
17051.0,5.927617036666666e-11,5.0907228866666665e-11
17053.0,3.682122031666667e-11,4.3846830525e-11
17059.0,2.6255771283333335e-11,4.1774248949999994e-11
17061.0,5.602367045e-12,5.252442533666666e-11
17063.0,3.2668128699999997e-12,6.212163334833332e-11
17065.0,1.5735189016666667e-12,4.645534334e-11
17067.0,2.20940502e-12,3.3517295605e-11
17077.0,6.365326011666667e-13,5.780878828333334e-14
17079.0,3.7736942033333335e-13,2.0637818724999998e-14
18967.0,1.4812315055e-11,5.274570136666667e-11
18969.0,2.2634714116666667e-12,2.9218894489999996e-11
18971.0,1.2602415216666667e-12,4.084386145e-11
18973.0,1.1924316298333334e-12,1.4754603599999998e-10
18975.0,1.955907715e-12,2.2633491485e-10
18977.0,4.7733764966666665e-12,3.0103505563333334e-10
18979.0,9.274107168333334e-12,3.5765928395e-10
18981.0,1.7061020023333335e-11,3.7285909869999997e-10
18983.0,3.4995821075e-11,4.631453863333333e-10
18985.0,3.129162951833334e-11,4.5845491816666667e-10
18987.0,4.045894760333333e-11,4.616122835e-10
18989.0,5.298120916666667e-11,5.068273013333333e-10
18991.0,7.101937981333334e-11,5.819190216666666e-10
18993.0,7.404374615833334e-11,7.024944325e-10
18995.0,4.4122359406666666e-11,6.990945351666666e-10
18997.0,1.6855028278333335e-11,8.26176975e-10
18999.0,7.94525805e-12,8.313972146666667e-10
19001.0,8.733654448333333e-12,8.512357915e-10
19003.0,1.9117726735e-11,8.158688601666666e-10
19005.0,4.1386802025e-11,7.931314771666666e-10
19007.0,4.011369127333334e-11,8.52488512e-10
19009.0,4.1617515100000004e-11,2.785881406666667e-10
19011.0,2.4385540935e-11,1.0706960496666666e-10
19013.0,9.147909261666667e-12,5.0335988783333334e-11
19015.0,6.729315371666667e-12,2.073796114e-11
19017.0,2.1583559883333334e-12,1.4503608411666668e-13
19019.0,3.1655867066666664e-13,3.6461908700000003e-14
19021.0,4.6730711866666665e-14,3.239750446666667e-14
19023.0,3.4861161116666667e-14,6.339187221666666e-15
19025.0,1.610277395e-12,1.7159393966666665e-14
19027.0,3.662671296666667e-12,4.834897473333333e-13
19029.0,1.8184716683333332e-12,5.013488866666667e-12
19043.0,1.568785189166667e-11,1.0817513975833334e-10
19045.0,5.564534205e-11,9.041585134e-11
19047.0,3.2179552266666666e-11,5.303271106333334e-11
19049.0,4.71041944e-11,7.963690665e-11
19051.0,1.1344455301666666e-10,6.571733661666667e-11
19053.0,4.3662528683333335e-11,3.5869995266666665e-11
19065.0,2.479515445e-12,5.461696971333333e-11
19067.0,1.0850102316666666e-12,3.5918281308666666e-11
19069.0,6.628830896666667e-12,3.28777920785e-11
19079.0,1.459403065e-13,4.733103406666666e-15
20967.0,7.122881831666667e-12,6.791996332500001e-11
20969.0,2.262703285e-12,8.084748949333332e-11
20971.0,2.4674330866666667e-12,1.0116694429666666e-10
20973.0,3.56878228e-12,2.2560965385e-10
20975.0,5.4147909316666665e-12,2.634404570166667e-10
20977.0,1.0446408526666666e-11,2.9135132905000004e-10
20979.0,1.152755505e-11,3.4333034409999997e-10
20981.0,2.1514256141666667e-11,4.892774483333333e-10
20983.0,3.800702586666666e-11,4.757850426666667e-10
20985.0,2.9771994411666664e-11,4.712928813333334e-10
20987.0,3.9004497053333335e-11,4.824370491666666e-10
20989.0,5.2960934881666664e-11,5.380962406666667e-10
20991.0,6.854993810166666e-11,6.260453341666666e-10
20993.0,5.6945355175e-11,6.837149395e-10
20995.0,3.2698434588333337e-11,7.445062126666667e-10
20997.0,8.655061283333333e-12,8.667452926666667e-10
20999.0,5.950462176666666e-12,8.659649908333334e-10
21001.0,8.386473596666667e-12,8.867648861666666e-10
21003.0,2.0463767733333333e-11,8.476272063333334e-10
21005.0,3.539442621833333e-11,7.692131961666666e-10
21007.0,4.751629798166667e-11,8.560579485e-10
21009.0,5.828299511333333e-11,5.210212296666666e-10
21011.0,2.6611737565e-11,8.81845503e-11
21013.0,8.573077246666667e-12,4.04931888e-11
21015.0,6.0487797883333335e-12,2.5556077691666667e-11
21017.0,3.1945373133333335e-12,1.5578258525e-12
21019.0,4.2389151316666667e-13,3.6283256666666665e-14
21021.0,1.76345769e-14,1.9841412983333333e-14
21023.0,1.7248236033333334e-14,2.01225012e-15
21025.0,4.4600112450000003e-13,9.601631791666668e-14
21027.0,1.3584502716666666e-12,1.1647166416666667e-12
21029.0,3.885859801666667e-12,1.1116981008333334e-11
21031.0,8.071864055000001e-12,3.3307476716666665e-12
21041.0,6.599774631666665e-11,9.633431605e-11
21043.0,2.1041342216666667e-11,1.0173671424999999e-10
21045.0,4.072133493333334e-11,7.613852333333333e-11
21047.0,2.5648077283333333e-11,5.6426560783333336e-11
21049.0,3.8759316983333335e-11,8.5236079e-11
21051.0,9.993601285e-11,6.243601016666666e-11
21053.0,3.744364821666667e-11,3.909925661e-11
21065.0,5.731968533333333e-12,3.820530122e-11
21067.0,1.7476069616666666e-12,4.40629347415e-11
21069.0,3.07325265e-12,3.4885194540833335e-11
22967.0,4.556304998333333e-12,1.1756367858333335e-10
22969.0,2.9667012366666666e-12,1.5961775570833333e-10
22971.0,5.1115497083333335e-12,2.0342645553333335e-10
22973.0,6.826823671666666e-12,2.8697322808333335e-10
22975.0,8.625567021666667e-12,3.249370783666666e-10
22977.0,1.1134050985e-11,3.212090018166667e-10
22979.0,9.990678328333333e-12,3.2470659668333337e-10
22981.0,1.4135834558333334e-11,4.5089188766666667e-10
22983.0,3.009622555666667e-11,4.706135293333334e-10
22985.0,2.6771532716666666e-11,4.0541140616666665e-10
22987.0,4.892046866333333e-11,4.946448808333334e-10
22989.0,5.771463644333333e-11,5.489169916666667e-10
22991.0,6.123368513833334e-11,6.271697166666667e-10
22993.0,4.3659343249999995e-11,6.338652323333334e-10
22995.0,2.8464008681666668e-11,7.716090785e-10
22997.0,1.7991982301666667e-11,8.598500743333333e-10
22999.0,6.587432936666667e-12,9.022086641666667e-10
23001.0,9.831595083333333e-12,9.114551361666666e-10
23003.0,1.445653805e-11,8.703282463333333e-10
23005.0,3.4922203023333336e-11,8.028769256666666e-10
23007.0,6.017399640166667e-11,8.504979806666667e-10
23009.0,5.452654843333333e-11,5.98218731e-10
23011.0,2.0653003446666667e-11,1.5585271811666665e-10
23013.0,1.198331214e-11,4.144411313333333e-11
23015.0,5.5930580066666675e-12,2.10368074e-11
23017.0,1.5350758411666667e-12,7.591643235e-13
23019.0,2.2733696966666666e-13,1.6050036216666667e-13
23021.0,1.4007356318333334e-14,6.812236796666667e-15
23023.0,2.4020887216666665e-14,1.1216031288333332e-14
23025.0,7.741229183333333e-13,1.0824480253333334e-13
23027.0,4.579974021666667e-13,7.200822396666667e-13
23029.0,1.47022908e-12,6.0508607383333335e-12
23031.0,4.311037293333333e-12,8.655424198333333e-13
23037.0,1.68998723e-11,1.7662306231666665e-11
23039.0,2.5983757416666666e-11,9.262130671666666e-11
23041.0,4.296645533333334e-11,9.920177088333333e-11
23043.0,3.260955783333333e-11,1.0102268044999999e-10
23045.0,3.3796999983333334e-11,9.494082242333334e-11
23047.0,2.1156927783333333e-11,6.841651649333333e-11
23049.0,2.5010290366666666e-11,8.569206123333333e-11
23051.0,3.774345585e-11,4.791990114166666e-11
23053.0,2.8359071616666665e-11,4.620842988166667e-11
23055.0,1.9448258316666666e-11,3.497203485666667e-11
23057.0,1.7766873941666666e-11,5.972657409166667e-11
23061.0,1.4357680503333332e-11,5.126153240166667e-11
23063.0,9.243552248333333e-12,5.2871103075e-11
23067.0,3.7560934066666665e-12,4.7472080715000004e-11
23069.0,3.794834233333334e-12,3.4858385328000004e-11
24967.0,1.0623780641666667e-11,2.359319324166667e-10
24969.0,5.09587595e-12,2.5182456505e-10
24971.0,1.1271403833333333e-11,2.7040657893333335e-10
24973.0,3.987660106666667e-11,2.4147342480000003e-10
24975.0,1.3112297178333334e-11,3.356902567333333e-10
24977.0,8.844287181666666e-12,3.443237699333333e-10
24979.0,7.248023753333333e-12,3.297119679e-10
24981.0,1.2299031728333334e-11,4.248209379e-10
24983.0,2.4670833175e-11,4.2896859516666667e-10
24985.0,4.081409737333333e-11,4.555463553333333e-10
24987.0,4.957544674e-11,4.722299238333333e-10
24989.0,5.6283728033333335e-11,5.15730756e-10
24991.0,6.584470136166666e-11,6.320600121666667e-10
24993.0,5.420828428e-11,6.519659533333334e-10
24995.0,4.389436815333333e-11,7.098818755e-10
24997.0,1.9069252476666666e-11,7.93836406e-10
24999.0,6.341593173333333e-12,8.602443521666667e-10
25001.0,1.0977757205e-11,8.86352697e-10
25003.0,1.1543716240000001e-11,8.438499726666666e-10
25005.0,3.808139995e-11,8.599509496666667e-10
25007.0,7.337228571e-11,8.55797859e-10
25009.0,4.527370559166667e-11,5.725103818333333e-10
25011.0,1.316613923e-11,1.5223871683333333e-10
25013.0,1.1366052773333333e-11,5.669979923333333e-11
25015.0,5.298411923333333e-12,1.28364345e-11
25017.0,3.5780333183333334e-13,1.430982726e-12
25019.0,1.5416579200000001e-13,8.86292301e-13
25021.0,7.367175655e-14,1.0403747088333333e-13
25023.0,1.7782848783333334e-13,2.7005511133333334e-14
25025.0,2.6545589150000004e-13,3.6868822566666666e-14
25027.0,1.3176175633333334e-13,1.2586372136666667e-13
25029.0,2.319399405e-12,9.484924313333333e-13
25031.0,3.7842625433333335e-12,1.099613115e-12
25035.0,8.702101106666666e-12,4.228074551666667e-12
25041.0,2.228402366666667e-11,9.248789596666666e-11
25043.0,2.7863225383333334e-11,9.5125828175e-11
25045.0,3.480760928333333e-11,8.799492745e-11
25047.0,1.6815170776666667e-11,1.0022378780833333e-10
25049.0,2.3380794383333332e-11,6.267742688166666e-11
25051.0,1.7203794616666667e-11,4.5307567316666666e-11
25053.0,1.437011855e-11,5.3796488103333334e-11
25055.0,1.6922227256666665e-11,4.1003315874999996e-11
25057.0,1.3533807613333334e-11,8.401439440833333e-11
25059.0,1.76102957e-11,4.272413057666667e-11
25061.0,4.307675083333333e-11,6.382473003333333e-11
25063.0,6.937924028333334e-12,6.123646434166667e-11
25067.0,3.802284728333333e-12,4.8943957466666665e-11
25069.0,2.52020345e-12,3.68357340875e-11
26967.0,1.9652142016666665e-11,1.6997186705e-10
26969.0,8.74435838e-11,1.8138922716666666e-10
26971.0,1.471618641e-11,1.9868167051666668e-10
26973.0,1.0095452398333333e-10,2.2025919365e-10
26975.0,4.444975661666666e-11,3.161811414e-10
26977.0,4.330728761666667e-11,3.6244986758333333e-10
26979.0,8.90585753e-12,3.177673399833333e-10
26981.0,1.7349751468333334e-11,3.94864655e-10
26983.0,1.219042616e-11,2.6053007631666665e-10
26985.0,3.105398592166667e-11,3.594998808333333e-10
26987.0,4.605170999166667e-11,4.238832268333333e-10
26989.0,5.757087743833334e-11,4.754689996666667e-10
26991.0,5.921344234333334e-11,5.752056235000001e-10
26993.0,6.8952900995e-11,6.740999263333333e-10
26995.0,5.5583193636666666e-11,6.546800696666666e-10
26997.0,1.2895360421666667e-11,6.18415738e-10
26999.0,5.587400236666666e-12,6.853994913333333e-10
27001.0,6.410906895e-12,8.039920414999999e-10
27003.0,2.0932866905e-11,7.954421755e-10
27005.0,5.016627734e-11,8.470831123333333e-10
27007.0,6.865324726666666e-11,8.487229455e-10
27009.0,2.5302697298333333e-11,3.145735298333333e-10
27011.0,1.130809352e-11,2.0042283636666665e-10
27013.0,7.859245568333334e-12,6.408270291666666e-11
27015.0,4.377889095e-12,7.785510610000001e-12
27017.0,1.6412835300000002e-13,9.134439508333332e-13
27019.0,1.8314173316666667e-13,8.277509993333334e-13
27021.0,1.0783445579999999e-13,1.5756674966666666e-13
27023.0,2.705101555e-13,4.286083925e-14
27025.0,4.932547928333333e-13,1.0895850614833332e-12
27027.0,1.737654155e-12,2.322483246666667e-13
27029.0,1.6050175616666668e-12,9.262750978333334e-13
27031.0,5.4320540850000005e-12,4.627481086666666e-12
27037.0,2.664584016666667e-11,2.9534375273333335e-11
27039.0,4.015337405e-11,1.0048238413333334e-10
27041.0,3.0651941683333337e-11,6.819066210833333e-11
27043.0,3.2241059516666666e-11,7.369992826666668e-11
27045.0,2.8101798799999997e-11,6.181602316833333e-11
27047.0,2.3767137066666667e-11,5.462757995e-11
27049.0,1.8506642016666668e-11,3.9420544933333336e-11
27051.0,1.2087457715000001e-11,5.624886318e-11
27053.0,3.058745025e-11,5.6329032768333334e-11
27055.0,2.999504688333333e-11,5.984169934e-11
27057.0,8.994409580000001e-12,7.192170901166667e-11
27059.0,1.4926234168333333e-11,3.734540201333334e-11
27061.0,1.225682262e-11,6.282920951e-11
27063.0,6.879382015e-12,4.99452694e-11
27065.0,3.1978573933333334e-12,5.833178572833334e-11
27067.0,2.1444896716666666e-12,4.65365752445e-11
27069.0,1.7841523766666665e-12,3.0878068012666666e-11
28969.0,2.4553008733333334e-11,1.1200440326666667e-10
28971.0,1.521423443e-11,1.3870429381666667e-10
28973.0,2.4677835616666666e-10,1.3651849645e-10
28975.0,8.256805293333333e-11,2.7260000956666666e-10
28977.0,1.4645929255e-11,3.1254700965e-10
28979.0,1.3166110006666667e-11,3.3242434575e-10
28981.0,1.3792134588333334e-11,3.2546325094999996e-10
28983.0,1.5989800963333335e-11,3.0623490526666666e-10
28985.0,2.6371019928333336e-11,3.8677037499999996e-10
28987.0,4.822494292e-11,4.1034904816666666e-10
28989.0,6.344818136e-11,3.753898858333334e-10
28991.0,6.044140985166666e-11,4.367054005e-10
28993.0,5.2826149044999995e-11,5.326422611666667e-10
28995.0,4.1287116495e-11,4.4821290100000004e-10
28997.0,2.1007289183333334e-11,3.9763994383333335e-10
28999.0,1.744231956333333e-11,4.718147175e-10
29001.0,1.2240957721666666e-11,6.964482115e-10
29003.0,3.50368574e-11,7.586420206666666e-10
29005.0,6.067606357333333e-11,7.762350598333334e-10
29007.0,4.243115274166666e-11,5.630799985e-10
29009.0,2.0102367683333332e-11,1.071211542e-10
29011.0,1.7533531123333333e-11,7.645025148333333e-11
29013.0,7.987908703333334e-12,5.584166705e-11
29015.0,3.673958395e-12,1.1165103473333335e-11
29017.0,2.708268631666667e-13,1.6857302633333333e-12
29019.0,4.438496286666667e-13,1.0528200666666665e-12
29021.0,4.733809188333334e-13,1.8513035633333334e-13
