longitude,latitude,o3prod_mole_stacked,o3loss_mole_stacked
-153.0,-25.0,216516.2389215476,738289.9281053761
-153.0,-23.0,216845.07772596565,805793.0182742245
-153.0,-21.0,347071.2766670454,897238.6852520374
-153.0,-19.0,544171.4029099294,990692.1190459704
-153.0,-17.0,471603.74523631204,1040568.4920741195
-153.0,-15.0,225464.0748096726,1015655.8381419986
-153.0,-13.0,140253.7795869084,1018240.9892512714
-153.0,-11.0,142359.0926524492,1048459.2886684616
-153.0,-9.0,192037.19456760332,1078117.5594613468
-153.0,-7.0,319590.29835687584,1109236.1458680262
-153.0,-5.0,403097.53175703064,1102159.3661739228
-153.0,-3.0,325248.1049307019,1060728.0200442737
-153.0,-1.0,283492.33269432996,1012779.3857677614
-153.0,1.0,300608.72415468114,1012177.5476474853
-153.0,3.0,309984.09845420264,1078545.084750441
-153.0,5.0,279782.32702818717,1165334.2485838768
-153.0,7.0,306512.3205568875,1266870.5124681743
-153.0,9.0,272504.22420899995,1335781.1787136504
-153.0,11.0,254556.76653859962,1399403.4683772183
-153.0,13.0,282143.37214784324,1451525.0240045344
-153.0,15.0,349300.656477152,1465566.0925701642
-153.0,17.0,657459.7802844216,1471997.8933303927
-153.0,19.0,819292.0962971855,1404495.1126218436
-153.0,21.0,795617.636493847,1360685.0623696998
-153.0,23.0,1116951.150968877,1321137.4807582097
-153.0,25.0,932846.6983259901,1266158.2599921762
-153.0,27.0,711460.4881943743,1172576.6775813878
-153.0,29.0,795497.2536065745,1066519.7872412058
-153.0,31.0,868009.7177371164,966438.9132506989
-153.0,33.0,939387.1588934432,869677.1238416437
-153.0,35.0,997666.2505238521,759990.2196101625
-153.0,37.0,959569.3416860382,660782.5023656002
-153.0,39.0,946682.0005496254,570034.8215911577
-153.0,41.0,927071.6073859769,491899.84880813037
-153.0,43.0,843462.3072867286,433282.2823114145
-153.0,45.0,824504.5648166543,382003.22300470877
-153.0,47.0,744328.9373795445,348105.4114841475
-153.0,49.0,700348.7365657216,315453.185165991
-153.0,51.0,732174.3054658932,281362.8635263042
-153.0,53.0,897762.7192071561,241648.59018836467
-153.0,55.0,787262.8223317091,233264.69468241517
-153.0,57.0,1015209.8662836127,175678.33437133534
-153.0,59.0,1144703.533831759,137644.72757037228
-153.0,61.0,856200.5958976503,126105.2305569114
-153.0,63.0,600073.6479373858,119556.59042379561
-153.0,65.0,797955.9280729671,119137.0561731758
-153.0,67.0,621735.062415439,101574.85374185424
-153.0,69.0,538363.6411666311,91297.43550372873
-153.0,71.0,669861.3795807798,94598.08144809677
-153.0,73.0,188419.0931382006,115998.87977292971
-153.0,75.0,96938.47030864755,108443.23264696702
-153.0,77.0,79057.4722308037,100054.43720221643
-153.0,79.0,73217.1793171756,93161.68601340472
-153.0,81.0,69451.97406297416,87875.17849810989
-153.0,83.0,68081.4583825896,84180.28863435185
-153.0,85.0,68741.28575094831,82493.23103706307
-153.0,87.0,68213.37871570882,81296.98241334519
-153.0,89.0,84651.85393161158,79170.98014413797
-151.0,-89.0,18346.83736752545,23069.28176975155
-151.0,-87.0,18220.52137078813,25409.531048131586
-151.0,-85.0,23769.11937570449,32456.399490925563
-151.0,-83.0,27217.331448054334,36445.08794557727
-151.0,-81.0,26232.82011029521,38453.78697458111
-151.0,-79.0,26301.40542532839,43549.75046299702
-151.0,-77.0,24384.44246474162,44845.728059976354
-151.0,-75.0,29322.106383749273,51213.07703002217
-151.0,-73.0,28677.126024164194,54708.587109152424
-151.0,-71.0,30898.078953287913,57445.475628477354
-151.0,-69.0,26151.624695053728,59547.252771324645
-151.0,-67.0,24519.34051561651,62008.762823873316
-151.0,-65.0,22296.890612017385,61122.71305895944
-151.0,-63.0,19869.74658963465,58578.29069794614
-151.0,-61.0,17792.53960972001,55184.34543896623
-151.0,-59.0,19360.112634519122,60234.89801525836
-151.0,-57.0,23553.962676369363,72251.87659317457
-151.0,-55.0,28945.201190890555,88255.90026799795
-151.0,-53.0,36735.466735158974,106731.6482987577
-151.0,-51.0,52336.951776456044,131092.41766987523
-151.0,-49.0,77592.46293327451,159598.34105254916
-151.0,-47.0,74964.17635641267,187291.76931422934
-151.0,-45.0,76838.51712779878,216496.1431344389
-151.0,-43.0,80156.75097632926,249515.34564701075
-151.0,-41.0,90422.56746455476,288542.60644148104
-151.0,-39.0,117580.2995385964,332486.51134601224
-151.0,-37.0,132768.8393388301,377553.32349137735
-151.0,-35.0,153194.31601971743,430800.93110123486
-151.0,-33.0,183655.11779940274,490200.2805134301
-151.0,-31.0,257977.5831328247,557522.2410069836
-151.0,-29.0,274377.4011672352,619081.1858510091
-151.0,-27.0,209917.41969883692,672638.8234811771
-151.0,-25.0,198983.82331651074,732697.0336526012
-151.0,-23.0,220202.35956672888,803638.6490146059
-151.0,-21.0,241736.59427225142,878163.6383083538
-151.0,-19.0,621446.8497154682,1001927.117734213
-151.0,-17.0,784986.9320300015,1063385.6895156796
-151.0,-15.0,251837.23551022523,1027643.4345715315
-151.0,-13.0,158470.4898291894,1039529.4269005673
-151.0,-11.0,140863.34801930035,1062272.9582974247
-151.0,-9.0,141009.9424987888,1075463.282368715
-151.0,-7.0,194674.1488035683,1085688.749095459
-151.0,-5.0,281506.2109390227,1079569.3784493504
-151.0,-3.0,384410.75832849834,1066190.9770033495
-151.0,-1.0,374449.7676573752,1024604.4182288618
-151.0,1.0,299752.0883734655,1015167.0672959416
-151.0,3.0,307055.21528502187,1080943.4345625723
-151.0,5.0,293741.05912362976,1173269.338850077
-151.0,7.0,273414.48206113314,1271273.1913601083
-151.0,9.0,306507.966614952,1355088.5009742507
-151.0,11.0,267390.6786606466,1416545.7596840104
-151.0,13.0,336098.54319123004,1476366.4116823783
-151.0,15.0,447575.194562175,1492191.7482884296
-151.0,17.0,588248.6604603182,1474450.2393860384
-151.0,19.0,659488.6356782994,1421790.9883162414
-151.0,21.0,671354.0869200227,1361622.6655672395
-151.0,23.0,835415.5595017541,1313005.4834086811
-151.0,25.0,1069694.0089301793,1259161.3420217542
-151.0,27.0,809689.146440267,1180444.678082233
-151.0,29.0,865644.1755454123,1073371.2185280835
-151.0,31.0,886128.8566595705,974473.8185210129
-151.0,33.0,974686.4162594663,876990.6192252529
-151.0,35.0,987194.7371457187,770472.7515570814
-151.0,37.0,920673.5594093215,672499.1185836472
-151.0,39.0,926243.8349641477,579930.868481153
-151.0,41.0,932855.7400853512,498278.1576371697
-151.0,43.0,880325.2464563724,439476.53155267605
-151.0,45.0,856555.1023117392,388831.8431072923
-151.0,47.0,766241.1486718717,354909.6875034979
-151.0,49.0,726478.5095788547,320481.5394632924
-151.0,51.0,771133.6068645156,284403.5996384685
-151.0,53.0,878332.3124125494,251830.49587725333
-151.0,55.0,710995.3533739554,245332.90822530157
-151.0,57.0,850214.8269564429,195010.6342204035
-151.0,59.0,1123742.8831468977,136315.0517646095
-151.0,61.0,1985794.7117514696,122757.90579278748
-151.0,63.0,683634.2835179113,115327.02951344832
-151.0,65.0,1056397.2488279713,116155.20977792234
-151.0,67.0,821395.739674168,100729.93553794092
-151.0,69.0,562757.2024108148,93457.38692517237
-151.0,71.0,1009116.6221852477,108981.16401891863
-151.0,73.0,170074.33540581848,116764.29035217778
-151.0,75.0,96211.52609644928,108402.97874877373
-151.0,77.0,78888.3509034759,100139.17053847513
-151.0,79.0,72433.96126511334,93166.3421156827
-151.0,81.0,69468.45753236649,87925.8071499195
-151.0,83.0,68031.61678622119,84195.0070271525
-151.0,85.0,68404.62143702575,82561.66447337971
-151.0,87.0,68494.0688705244,81397.95666939585
-151.0,89.0,103134.17225997952,76882.83125190479
-149.0,-89.0,18350.15863907073,23090.76372159779
-149.0,-87.0,18295.855153449203,25660.168397506906
-149.0,-85.0,23777.550961340825,32701.78800673274
-149.0,-83.0,26993.21442695815,36763.87093674158
-149.0,-81.0,26048.06330409565,38524.80189860672
-149.0,-79.0,26221.936079488623,43757.978382408255
-149.0,-77.0,26659.313131425606,47454.445782634866
-149.0,-75.0,29368.901530650917,49898.00249797075
-149.0,-73.0,29850.202028756434,54694.466429243235
-149.0,-71.0,30134.085845184916,57428.632444490075
-149.0,-69.0,25258.355753913995,58800.42071927377
-149.0,-67.0,23021.62698906128,59244.07810714842
-149.0,-65.0,20777.052892413532,57225.18965180535
-149.0,-63.0,18656.431310624754,55331.22755648196
-149.0,-61.0,17363.328031762718,54141.155602827326
-149.0,-59.0,19002.796101461114,59824.202951329324
-149.0,-57.0,22887.647920760373,71370.67537382948
-149.0,-55.0,28139.52851265388,87066.3243771865
-149.0,-53.0,34706.34328523652,105029.28893418206
-149.0,-51.0,49567.45245490763,129467.17611416808
-149.0,-49.0,73801.99930413725,158134.82553415958
-149.0,-47.0,72618.45393117532,186059.5270800748
-149.0,-45.0,79683.8355286794,215758.21811271049
-149.0,-43.0,78108.62911957808,246492.75550500816
-149.0,-41.0,91687.82382376403,284096.51578108943
-149.0,-39.0,111018.57613090187,326826.70410453534
-149.0,-37.0,120371.99583267729,371622.6823379045
-149.0,-35.0,148504.06295801786,425747.346957322
-149.0,-33.0,194505.80548162572,487552.1471720542
-149.0,-31.0,231730.29310757582,550218.3911641082
-149.0,-29.0,267439.8440485722,613782.2693881299
-149.0,-27.0,213753.0613265814,669531.8969050889
-149.0,-25.0,198060.31517825046,729614.344719615
-149.0,-23.0,215736.41501606244,800542.9199221337
-149.0,-21.0,238240.98907829763,877274.6492432028
-149.0,-19.0,1066591.1659539642,1004671.7995535496
-149.0,-17.0,961613.6226187355,1051363.5947786898
-149.0,-15.0,436732.8787086159,1059803.4103170484
-149.0,-13.0,246436.10493977548,1069117.286187545
-149.0,-11.0,200459.9018925824,1087635.1903634465
-149.0,-9.0,165848.08202303093,1089896.7005739145
-149.0,-7.0,188637.23730705533,1090838.9897200193
-149.0,-5.0,197845.1713069028,1065754.029350263
-149.0,-3.0,256976.43660140733,1043394.2383000306
-149.0,-1.0,445862.6727271616,1025323.618779078
-149.0,1.0,423517.5676235228,1027531.4649614686
-149.0,3.0,305823.3083414744,1084362.111757526
-149.0,5.0,321623.11911025515,1183674.6785231945
-149.0,7.0,293273.035941428,1283365.044443616
-149.0,9.0,294635.8042374822,1364558.634174966
-149.0,11.0,333480.7397899785,1440994.7338491634
-149.0,13.0,388590.97969398723,1495643.8729695834
-149.0,15.0,461988.05573989986,1506192.1779713286
-149.0,17.0,593598.6296999044,1484168.831869316
-149.0,19.0,637945.4982212323,1427568.7103663913
-149.0,21.0,605923.9148276921,1362628.7866093302
-149.0,23.0,595080.8720598358,1303156.8198436024
-149.0,25.0,1026544.4041483613,1252144.8691001048
-149.0,27.0,982652.1475914846,1175624.251465491
-149.0,29.0,842381.1687785815,1080315.5420381152
-149.0,31.0,923873.9290901092,978448.811691155
-149.0,33.0,931405.8964106055,880317.9384059772
-149.0,35.0,988072.1073585515,776460.3340696396
-149.0,37.0,944145.0706207828,680917.7324667164
-149.0,39.0,962106.861969827,588787.8540825206
-149.0,41.0,915705.3479772229,512933.4176184986
-149.0,43.0,876449.6794113147,449694.17151925707
-149.0,45.0,866111.1312129326,395373.1663928972
-149.0,47.0,785712.1765111143,360533.22505104204
-149.0,49.0,756426.5331106068,324423.1945912656
-149.0,51.0,808490.8743697178,287128.39179932635
-149.0,53.0,890936.4726053401,258682.30766503685
-149.0,55.0,707383.0522920821,252387.51590185045
-149.0,57.0,677282.3700745709,233357.67381877967
-149.0,59.0,898397.9474001429,164958.44269528546
-149.0,61.0,1569489.0286239034,132404.77600936752
-149.0,63.0,778397.4426441411,115251.8710572111
-149.0,65.0,1209937.6836600897,109011.42854064489
-149.0,67.0,634065.8420468351,109785.30374892351
-149.0,69.0,786418.8117407585,88809.01146603133
-149.0,71.0,1174099.2979949084,97208.9067910154
-149.0,73.0,162622.52122469395,113828.89594745793
-149.0,75.0,93037.54616159617,108184.63216248373
-149.0,77.0,78364.19511988646,99928.89739224334
-149.0,79.0,72043.46224916364,93048.4054062725
-149.0,81.0,69394.70377104053,87769.66417926738
-149.0,83.0,68089.69673734994,84162.41250254442
-149.0,85.0,68152.15461535362,82535.66779352789
-149.0,87.0,68300.5554385362,81311.65534855502
-149.0,89.0,79207.04451207297,79934.88342480217
-147.0,-89.0,18361.054842547674,23134.96277635304
-147.0,-87.0,18511.23761287136,26123.552252968635
-147.0,-85.0,23695.613170416953,32932.96357096279
-147.0,-83.0,26788.930609215106,37035.845348036506
-147.0,-81.0,25912.220164025995,38582.00847454306
-147.0,-79.0,26164.384979278857,44057.2432058952
-147.0,-77.0,27261.761911216734,49032.725596073076
-147.0,-75.0,33850.156214920964,51896.32163281827
-147.0,-73.0,33500.45024672024,55250.569223455255
-147.0,-71.0,27563.210755863638,57021.993651830235
-147.0,-69.0,24741.96249350287,57535.16422087675
-147.0,-67.0,20577.66306344222,53252.34685442931
-147.0,-65.0,19232.457101706317,51221.71665618487
-147.0,-63.0,16298.433703299635,49352.91007197823
-147.0,-61.0,16633.89671759839,52582.19040096064
-147.0,-59.0,18796.53124371176,59954.923157565696
-147.0,-57.0,22397.530864613775,70613.47911695912
-147.0,-55.0,27402.534970357236,85709.54092828515
-147.0,-53.0,33732.484196468096,103743.30601410371
-147.0,-51.0,51514.154935791616,129229.2556527808
-147.0,-49.0,73864.95726880754,157932.6102792259
-147.0,-47.0,70272.50996432213,184784.1815378206
-147.0,-45.0,75111.40191457438,212573.05903590744
-147.0,-43.0,74841.38176102417,243271.4662250731
-147.0,-41.0,88498.06551018285,280267.5661407505
-147.0,-39.0,97740.55135623064,320012.64409272576
-147.0,-37.0,105795.15720551931,364939.37418193347
-147.0,-35.0,134883.9126933817,419430.3358898175
-147.0,-33.0,186870.39394971996,482274.26319318375
-147.0,-31.0,220545.27317530464,543637.4104451376
-147.0,-29.0,273443.93721593753,611206.4587680397
-147.0,-27.0,194893.13803965252,659282.0833844783
-147.0,-25.0,174703.34953528622,718927.3844521992
-147.0,-23.0,192746.40972137946,789079.7042892914
-147.0,-21.0,205469.6969104181,861678.3688603357
-147.0,-19.0,185067.15168178247,918360.6121135907
-147.0,-17.0,333303.9108239013,999400.0453290815
-147.0,-15.0,360622.0238181658,1052190.8733685787
-147.0,-13.0,434003.8637937797,1104577.3376980936
-147.0,-11.0,408073.4835734579,1132973.3148526025
-147.0,-9.0,274208.16163841897,1123735.7810741449
-147.0,-7.0,230831.71392412638,1106954.6783564729
-147.0,-5.0,192150.7798725349,1070836.178655443
-147.0,-3.0,199824.33657032961,1035235.601069432
-147.0,-1.0,298830.9030073265,1003753.8282206125
-147.0,1.0,406184.8116337583,1019365.1086424916
-147.0,3.0,400254.85135212704,1095788.23430343
-147.0,5.0,340248.7562425247,1192822.4376853898
-147.0,7.0,319161.2557545358,1293103.2994112521
-147.0,9.0,291716.35993277055,1377632.6698335477
-147.0,11.0,353012.1256225529,1453908.7801182133
-147.0,13.0,431320.98202750774,1513729.9958633215
-147.0,15.0,443100.18531227775,1516753.3750630103
-147.0,17.0,621017.6647231345,1497613.016392764
-147.0,19.0,635367.8419054205,1437433.2256754057
-147.0,21.0,583545.2960834001,1366165.4918821766
-147.0,23.0,494030.6597806725,1295649.1267957618
-147.0,25.0,857226.073716607,1246749.9921538332
-147.0,27.0,1042261.5339257508,1164245.4392606737
-147.0,29.0,923816.749985772,1076352.0761376733
-147.0,31.0,924214.4742495308,978652.661575592
-147.0,33.0,960060.9538811843,878313.4389215746
-147.0,35.0,996085.9042451751,778125.1325869092
-147.0,37.0,918188.7424136366,688173.0311180651
-147.0,39.0,942810.2281415671,598790.5643499765
-147.0,41.0,909765.9741979943,523475.9341829176
-147.0,43.0,874746.7123335286,458355.4080703825
-147.0,45.0,822004.2136882235,408922.59169615654
-147.0,47.0,764430.1226410865,369396.4107714182
-147.0,49.0,791622.6806898953,326127.809891403
-147.0,51.0,823634.9029697432,294732.6812906448
-147.0,53.0,876247.4696255389,265572.94927188073
-147.0,55.0,720170.6515347448,259550.23202207938
-147.0,57.0,719600.54385216,238864.0610567919
-147.0,59.0,899126.1420740224,174293.32124850352
-147.0,61.0,1302171.8718227283,142749.54036348726
-147.0,63.0,667918.8589256088,128543.13061440666
-147.0,65.0,1581621.1174525484,106901.93302075857
-147.0,67.0,766258.8280838795,108616.83849647245
-147.0,69.0,453125.24422032747,95764.88161272368
-147.0,71.0,792041.168837667,111741.48912272297
-147.0,73.0,145604.53524999693,115169.5825941953
-147.0,75.0,92301.90802560415,107869.29656135626
-147.0,77.0,77935.46562095189,99773.31116093912
-147.0,79.0,71871.13977792792,93027.49259529429
-147.0,81.0,69320.09164899439,87578.83699886099
-147.0,83.0,68129.3914840157,84053.99541723487
-147.0,85.0,68117.07224988834,82658.81781118436
-147.0,87.0,68489.1598644428,81407.28429437519
-147.0,89.0,78499.55558344153,80146.19195473661
-145.0,-89.0,18371.60814968958,23178.99595127542
-145.0,-87.0,18625.18792951585,26446.85033331708
-145.0,-85.0,23470.49482576091,32861.91691602556
-145.0,-83.0,26585.837943519695,37250.07664859574
-145.0,-81.0,25812.844323239515,38682.210636525975
-145.0,-79.0,25853.772284208622,44151.67928415768
-145.0,-77.0,27047.0162966231,49973.53274919138
-145.0,-75.0,42570.257370122876,53096.16713502288
-145.0,-73.0,31758.59887124978,55459.98244632439
-145.0,-71.0,29135.22716691619,57194.517235641295
-145.0,-69.0,25491.053125312672,54896.10352524454
-145.0,-67.0,17854.389292178166,47320.16176275357
-145.0,-65.0,15996.613572969958,46106.02403946567
-145.0,-63.0,15181.263000335832,47180.81576396089
-145.0,-61.0,16447.370590019673,52575.67917983259
-145.0,-59.0,18741.63998128288,60293.81008852562
-145.0,-57.0,22447.366706911755,70617.30251082777
-145.0,-55.0,27657.564511664907,85057.46668453241
-145.0,-53.0,34168.94174360818,103293.23823924789
-145.0,-51.0,58589.40848822796,130243.3527989835
-145.0,-49.0,78131.97432358355,158005.15638263887
-145.0,-47.0,66607.50714962733,181928.4475372375
-145.0,-45.0,73242.30550410696,209910.04107285285
-145.0,-43.0,69484.23931767806,239231.30355298208
-145.0,-41.0,86374.28744735781,276563.5319777884
-145.0,-39.0,91096.53331675286,313998.55970155046
-145.0,-37.0,100472.01319034594,360215.112967809
-145.0,-35.0,133041.3920467863,414683.995841011
-145.0,-33.0,171482.43712109354,474624.0172920784
-145.0,-31.0,207296.41830422808,535788.0370915702
-145.0,-29.0,258470.07278659483,605566.2507744025
-145.0,-27.0,209677.1234976479,660524.9099186324
-145.0,-25.0,182253.5988212543,718692.5448765621
-145.0,-23.0,191406.86148473815,790287.1992394741
-145.0,-21.0,208873.82608324089,866648.7255755804
-145.0,-19.0,170695.712241496,919953.3096800309
-145.0,-17.0,281745.8007396583,992786.1713223566
-145.0,-15.0,306819.8176473199,1044387.3856879256
-145.0,-13.0,207120.13869925996,1064073.2728495353
-145.0,-11.0,307276.83086372365,1118884.8016480745
-145.0,-9.0,420550.5670190086,1149822.4790761438
-145.0,-7.0,366778.5820637335,1133532.4859518511
-145.0,-5.0,294666.767117821,1094875.5471939282
-145.0,-3.0,260517.66029726248,1050514.7709173618
-145.0,-1.0,263729.1372446667,1000115.0809861629
-145.0,1.0,260135.51100806848,999903.6945362632
-145.0,3.0,393324.79097987415,1091908.7663091312
-145.0,5.0,443522.37075370847,1206164.720984325
-145.0,7.0,348231.5442340421,1304262.3361270528
-145.0,9.0,368729.1947388664,1405933.068587482
-145.0,11.0,381207.1496331893,1472580.6115928537
-145.0,13.0,389859.1423364783,1517068.5676893422
-145.0,15.0,471882.4552136231,1531912.1387423526
-145.0,17.0,615051.2005109093,1503667.2635184822
-145.0,19.0,639011.1952100035,1441961.3868281366
-145.0,21.0,579084.3780796927,1368915.6569694788
-145.0,23.0,489262.80849386257,1294579.5479598544
-145.0,25.0,758415.7515921701,1241339.3593929063
-145.0,27.0,1017394.5183097977,1156654.956204099
-145.0,29.0,1045147.6590539867,1066074.1132160714
-145.0,31.0,900757.6949450492,978617.959876153
-145.0,33.0,981080.2268146662,875595.393923244
-145.0,35.0,1029783.1298080757,777211.4815751145
-145.0,37.0,970656.7972136677,687672.8597970898
-145.0,39.0,961365.527986428,604838.8280896595
-145.0,41.0,903520.6280283475,532223.5235141426
-145.0,43.0,886307.165443234,464285.19829651905
-145.0,45.0,794533.6379183517,420813.91520469176
-145.0,47.0,775053.4663715005,376736.89204058755
-145.0,49.0,859354.0461810703,329044.293474655
-145.0,51.0,835083.7288275472,302808.7801196516
-145.0,53.0,864710.3298998136,275306.136343899
-145.0,55.0,737545.1329827626,268857.9336176821
-145.0,57.0,791023.7087257822,241493.52939916673
-145.0,59.0,958782.2034983033,187918.69770704117
-145.0,61.0,1006800.8553540417,143606.57403686654
-145.0,63.0,731772.20630496,131264.17292134048
-145.0,65.0,957562.0441009996,124780.12833296877
-145.0,67.0,770160.9084488149,108566.86975430466
-145.0,69.0,480452.881360005,95529.06685896326
-145.0,71.0,585742.8658029208,104277.34951666718
-145.0,73.0,138099.4401330685,115166.83511052304
-145.0,75.0,91440.48407420122,107300.51023194483
-145.0,77.0,77549.72605866044,99241.5948575441
-145.0,79.0,71660.21866227983,92583.7420242243
-145.0,81.0,69164.36159009792,87266.21713547682
-145.0,83.0,68233.53777845713,84120.2093787991
-145.0,85.0,67952.89612090669,82580.35976147752
-145.0,87.0,68529.55180840887,81397.61098557485
-145.0,89.0,76541.66755738948,80239.85270368757
-143.0,-89.0,18384.49028041765,23226.02906135695
-143.0,-87.0,18606.985166609815,26605.371204719413
-143.0,-85.0,23392.127605103575,33005.02740786087
-143.0,-83.0,26410.575312637247,37557.141748774906
-143.0,-81.0,25764.41575559776,38772.175839093594
-143.0,-79.0,25766.579357939052,44203.87626158093
-143.0,-77.0,26604.349348621887,50538.67874529829
-143.0,-75.0,41318.3210882869,53321.471976223605
-143.0,-73.0,33411.77535393186,56038.41199319718
-143.0,-71.0,33260.649206123206,57629.3332933739
-143.0,-69.0,25123.294834804386,51325.104342942235
-143.0,-67.0,17041.09392261102,43714.437995488646
-143.0,-65.0,15516.493037850842,44356.770044773446
-143.0,-63.0,14970.773136166512,47045.26680576066
-143.0,-61.0,16326.876551541447,52618.12280276556
-143.0,-59.0,19172.656053089224,60834.95700821427
-143.0,-57.0,22323.02324831851,71097.74117092234
-143.0,-55.0,27011.474650645618,84684.95299145895
-143.0,-53.0,34201.459975657905,103170.96277725046
-143.0,-51.0,57039.62602699164,129471.63718998448
-143.0,-49.0,69551.9169165168,155453.67388304835
-143.0,-47.0,65520.68650297173,179943.6148637341
-143.0,-45.0,70912.07203304795,207557.51041829374
-143.0,-43.0,68691.70093439567,236403.93364995223
-143.0,-41.0,88182.55606772262,272805.94969524996
-143.0,-39.0,92208.57726480314,311680.2254756002
-143.0,-37.0,105436.68089970716,358309.12323713
-143.0,-35.0,122709.22324031043,408045.9017170161
-143.0,-33.0,154915.01062952817,465928.69934143743
-143.0,-31.0,199680.13430981658,530316.290005855
-143.0,-29.0,269094.83883334586,604779.561632697
-143.0,-27.0,238635.1703315051,665728.1222060152
-143.0,-25.0,187360.90591457792,722216.4914221894
-143.0,-23.0,179494.8261866572,789984.9085871147
-143.0,-21.0,187684.57520481126,864053.662673222
-143.0,-19.0,178582.02834736262,923023.1913562216
-143.0,-17.0,197768.14248466428,977185.7991159938
-143.0,-15.0,294974.6257317097,1046168.5938396017
-143.0,-13.0,214316.39071444247,1071812.0739549336
-143.0,-11.0,193110.06929605996,1100940.3931800667
-143.0,-9.0,218557.06867926495,1117948.9037101953
-143.0,-7.0,308675.65997308854,1123513.8358518765
-143.0,-5.0,372826.3527240037,1104184.4857400754
-143.0,-3.0,376132.83929978486,1063686.8216312064
-143.0,-1.0,356868.3558650916,1010544.3628210579
-143.0,1.0,302291.7537007445,1006957.1528120978
-143.0,3.0,263645.9602201827,1073284.328949538
-143.0,5.0,381457.8639765922,1197010.1047757424
-143.0,7.0,486413.5960182601,1324188.2069240985
-143.0,9.0,440071.08877032617,1425913.6625745706
-143.0,11.0,418542.68415739096,1494743.594521804
-143.0,13.0,402028.6219614489,1529683.0560747948
-143.0,15.0,472327.6477850034,1541552.3989285298
-143.0,17.0,601175.3490825885,1510351.4656580663
-143.0,19.0,629315.3280090841,1447760.8108945398
-143.0,21.0,599061.128112916,1371077.6183001357
-143.0,23.0,507916.6475402532,1293844.4200854972
-143.0,25.0,680191.116179979,1233951.0379833623
-143.0,27.0,977707.7551053159,1151830.6040514172
-143.0,29.0,1080342.010996367,1055676.4229307426
-143.0,31.0,955087.3067024,972230.6900037115
-143.0,33.0,981234.3615179991,877473.3170403393
-143.0,35.0,1033618.741826964,777732.3691524757
-143.0,37.0,988903.1884327586,688929.1757227205
-143.0,39.0,961321.7439926557,611080.1620438022
-143.0,41.0,905685.9332209538,539667.1747722958
-143.0,43.0,898642.0519755209,470649.64708503644
-143.0,45.0,791050.0359611745,427779.03435287025
-143.0,47.0,802553.7107779545,381627.5998478197
-143.0,49.0,883172.3871413573,340133.08436552656
-143.0,51.0,863064.3644760359,310970.2451150064
-143.0,53.0,850247.6467643714,286028.4857790942
-143.0,55.0,805125.4773153189,269114.1392832487
-143.0,57.0,879253.4820318569,243162.55000874778
-143.0,59.0,981952.2946597482,200835.37499459853
-143.0,61.0,600654.8831825132,151105.11374801636
-143.0,63.0,682772.2966280951,143617.08776345736
-143.0,65.0,704063.5782361442,131184.64786837585
-143.0,67.0,602408.9874447125,116976.5453945265
-143.0,69.0,463855.58203056257,92833.74926663922
-143.0,71.0,475077.99741445767,103219.19030336753
-143.0,73.0,129328.60449842385,114909.87789145738
-143.0,75.0,90789.73029730293,106825.10195002526
-143.0,77.0,77356.44636455673,98671.91276776679
-143.0,79.0,71751.35865818567,92292.93527770811
-143.0,81.0,69111.19183018232,86932.2744557331
-143.0,83.0,68178.81187717155,83984.50565494398
-143.0,85.0,67866.14669857155,82534.24762197393
-143.0,87.0,68562.78414146736,81364.08780383893
-143.0,89.0,75584.94087194088,80248.09289076063
-141.0,-89.0,18402.5764140262,23283.140180645158
-141.0,-87.0,18587.208215261693,26691.897922677246
-141.0,-85.0,23256.793878359877,33096.74443139784
-141.0,-83.0,26270.81894822075,37864.93140891118
-141.0,-81.0,25631.985796561163,38852.75249278646
-141.0,-79.0,25707.178609352246,44323.807086506975
-141.0,-77.0,26163.123002878794,50968.33039615037
-141.0,-75.0,37581.758343673515,53068.05091438901
-141.0,-73.0,39530.47824326005,56782.45233931877
-141.0,-71.0,29133.53933337199,56986.75204816958
-141.0,-69.0,20494.430842242647,47860.95072390937
-141.0,-67.0,16825.420955274076,42331.091226184835
-141.0,-65.0,15067.04750551403,43904.936796306465
-141.0,-63.0,15138.86661258622,47577.492021485195
-141.0,-61.0,16475.400854180112,53078.04472306476
-141.0,-59.0,20254.84578655296,61549.619810698445
-141.0,-57.0,22051.46031914242,70931.5917588042
-141.0,-55.0,26542.200431531495,84823.28650861773
-141.0,-53.0,34532.65860493908,103176.90437368164
-141.0,-51.0,56745.63894714755,128695.67821866416
-141.0,-49.0,69279.34880320939,154166.6537440554
-141.0,-47.0,63057.90394002058,177215.36370989418
-141.0,-45.0,68820.62199172376,205159.3704782732
-141.0,-43.0,68120.51036583837,233275.84252088136
-141.0,-41.0,83977.76680852285,269365.4010327282
-141.0,-39.0,91848.73878094292,308770.75905063015
-141.0,-37.0,100287.44274420294,353050.44911117735
-141.0,-35.0,125168.65565210182,404692.68144645705
-141.0,-33.0,159853.39288867655,462235.8143796371
-141.0,-31.0,190812.5265689365,525799.1946660166
-141.0,-29.0,247722.98030384572,600102.0288894434
-141.0,-27.0,269316.5496503749,670834.499729036
-141.0,-25.0,192921.41029191363,725045.4335517751
-141.0,-23.0,179920.2279717379,794847.2024765973
-141.0,-21.0,184195.6878899847,865999.2516990696
