t,year,month,longitude,latitude,obs,UKESM1_0_LL,bias
144.45652173913044,2001.9130434782608,1.5,-111.0,57.0,27.004565217391306,8.620434782608696,-18.38413043478261
199.5,2006.5,1.5,-111.0,59.0,27.330714285714286,7.442142857142857,-19.888571428571428
145.5,2002.0,1.5,-109.0,33.0,30.0458,30.7436,0.6978
235.5,2009.5,1.5,-109.0,35.0,31.6735,23.5065,-8.167
177.71052631578948,2004.6842105263158,1.5,-109.0,37.0,30.792631578947365,18.362105263157893,-12.430526315789473
175.5,2004.5,1.5,-109.0,39.0,31.302999999999997,18.195500000000003,-13.107499999999998
247.5,2010.5,1.5,-109.0,41.0,32.506875,15.918125,-16.58875
268.22222222222223,2012.2222222222222,1.5555555555555556,-109.0,45.0,33.96,17.752222222222223,-16.20777777777778
145.5,2002.0,1.5,-107.0,31.0,29.2202,33.5632,4.343000000000001
145.5,2002.0,1.5,-107.0,33.0,29.6334,31.056800000000003,1.4234000000000002
145.5,2002.0,1.5,-107.0,35.0,31.182,28.9492,-2.2327999999999992
145.5,2002.0,1.5,-107.0,37.0,31.7506,13.5402,-18.2104
265.5,2012.0,1.5,-107.0,39.0,34.735,20.679,-14.056000000000001
265.5,2012.0,1.5,-107.0,41.0,34.041000000000004,17.478,-16.563
265.5,2012.0,1.5,-107.0,43.0,32.852999999999994,17.636,-15.216999999999999
271.5,2012.5,1.5,-107.0,45.0,31.87125,15.455,-16.416249999999998
259.5,2011.5,1.5,-107.0,51.0,27.6475,13.3075,-14.34
148.8372093023256,2002.2790697674418,1.4883720930232558,-107.0,53.0,25.890930232558137,10.747441860465116,-15.143488372093023
13.5,1991.0,1.5,-105.0,31.0,26.82,32.995000000000005,6.174999999999999
205.5,2007.0,1.5,-105.0,33.0,28.538999999999998,27.775666666666666,-0.7633333333333335
145.5,2002.0,1.5,-105.0,39.0,32.547,15.6432,-16.9038
145.5,2002.0,1.5,-105.0,41.0,31.498800000000003,17.476200000000002,-14.0226
217.5,2008.0,1.5,-105.0,45.0,29.618846153846157,12.214615384615383,-17.404230769230768
265.5,2012.0,1.5,-105.0,47.0,27.190999999999995,12.315999999999999,-14.875
139.5,2001.5,1.5,-105.0,51.0,26.360416666666666,12.854791666666666,-13.505625
229.5,2009.0,1.5,-105.0,53.0,26.714444444444446,10.408888888888889,-16.305555555555557
157.5,2003.0,1.5,-103.0,29.0,26.053478260869564,27.93195652173913,1.8784782608695658
235.5,2009.5,1.5,-103.0,33.0,26.802,22.1575,-4.6445
235.5,2009.5,1.5,-103.0,43.0,28.651,14.555000000000001,-14.095999999999998
247.5,2010.5,1.5,-103.0,45.0,28.11875,13.32875,-14.790000000000001
205.5,2007.0,1.5,-103.0,47.0,25.983,11.657666666666668,-14.325333333333333
235.5,2009.5,1.5,-103.0,49.0,26.6255,11.352500000000001,-15.273
253.5,2011.0,1.5,-101.0,35.0,24.992142857142856,21.16357142857143,-3.8285714285714283
197.5,2006.3333333333333,1.5,-101.0,43.0,26.135,14.487916666666665,-11.647083333333333
149.5,2002.3333333333333,1.5,-101.0,47.0,24.47125,10.538124999999999,-13.933124999999999
187.5,2005.5,1.5,-99.0,27.0,24.036944444444444,21.633055555555554,-2.4038888888888894
145.5,2002.0,1.5,-99.0,29.0,23.1298,20.531999999999996,-2.5978
179.38235294117646,2004.8235294117646,1.5,-99.0,35.0,23.509411764705884,18.38,-5.129411764705883
235.5,2009.5,1.5,-99.0,37.0,24.262,14.311000000000002,-9.951
211.5,2007.5,1.5,-99.0,39.0,23.906785714285714,13.018928571428571,-10.887857142857143
137.31914893617022,2001.3191489361702,1.4893617021276595,-99.0,49.0,24.865957446808512,9.538723404255318,-15.327234042553192
175.5,2004.5,1.5,-97.0,25.0,27.522,34.396249999999995,6.874249999999999
145.5,2002.0,1.5,-97.0,27.0,26.836799999999997,31.292799999999996,4.4559999999999995
151.0,2002.4583333333333,1.5,-97.0,29.0,23.491249999999997,18.7225,-4.76875
145.5,2002.0,1.5,-97.0,31.0,21.218600000000002,17.6016,-3.617
145.5,2002.0,1.5,-97.0,33.0,19.3928,14.7358,-4.657
145.5,2002.0,1.5,-97.0,35.0,21.1142,15.613,-5.5012
145.5,2002.0,1.5,-97.0,37.0,20.945999999999998,13.5042,-7.4418
217.5,2008.0,1.5,-97.0,39.0,21.859545454545454,10.016363636363637,-11.843181818181819
13.5,1991.0,1.5,-97.0,41.0,20.935,13.253333333333332,-7.681666666666666
217.5,2008.0,1.5,-97.0,43.0,23.047083333333333,10.239166666666668,-12.807916666666666
265.5,2012.0,1.5,-97.0,45.0,24.674,10.626000000000001,-14.047999999999998
175.5,2004.5,1.5,-97.0,47.0,23.7525,8.781,-14.9715
139.5,2001.5,1.5,-97.0,49.0,23.856666666666666,8.219583333333334,-15.637083333333335
145.5,2002.0,1.5,-95.0,29.0,25.3862,18.6096,-6.776599999999999
145.5,2002.0,1.5,-95.0,31.0,20.9886,16.6844,-4.3042
145.5,2002.0,1.5,-95.0,33.0,19.401,14.64,-4.761
216.6153846153846,2007.923076923077,1.5384615384615385,-95.0,35.0,21.449615384615388,15.409999999999998,-6.039615384615384
145.5,2002.0,1.5,-95.0,37.0,19.991,12.886400000000002,-7.1046000000000005
145.5,2002.0,1.5,-95.0,39.0,19.3738,9.301,-10.072799999999999
141.84615384615384,2001.6923076923076,1.5384615384615385,-95.0,41.0,20.466153846153848,11.783076923076923,-8.683076923076923
145.5,2002.0,1.5,-93.0,29.0,28.2246,27.1734,-1.0512000000000001
145.5,2002.0,1.5,-93.0,31.0,23.1846,18.148799999999998,-5.0358
145.5,2002.0,1.5,-93.0,33.0,21.463800000000003,16.0126,-5.451199999999999
145.5,2002.0,1.5,-93.0,35.0,21.2878,14.548599999999999,-6.739199999999999
25.5,1992.0,1.5,-93.0,37.0,20.403,14.267000000000001,-6.136
49.5,1994.0,1.5,-93.0,41.0,18.538888888888888,9.836111111111112,-8.702777777777776
146.64285714285714,2002.095238095238,1.5,-93.0,45.0,20.193333333333335,6.852142857142858,-13.341190476190476
145.5,2002.0,1.5,-93.0,49.0,25.3002,8.889800000000001,-16.4104
145.5,2002.0,1.5,-91.0,29.0,29.907400000000003,27.6858,-2.2216000000000005
145.5,2002.0,1.5,-91.0,31.0,24.1,16.7542,-7.3458000000000006
154.4468085106383,2002.7446808510638,1.5106382978723405,-91.0,35.0,21.012978723404256,14.786382978723404,-6.226595744680851
163.5,2003.5,1.5,-91.0,37.0,19.7375,12.0425,-7.695
145.5,2002.0,1.5,-91.0,39.0,18.7228,9.0382,-9.6846
146.7872340425532,2002.1063829787233,1.5106382978723405,-91.0,41.0,18.744893617021276,8.636382978723406,-10.108510638297872
51.588235294117645,1994.1764705882354,1.4705882352941178,-91.0,43.0,17.705882352941178,7.398823529411764,-10.307058823529411
144.5,2001.9166666666667,1.5,-91.0,45.0,20.675833333333333,7.849374999999999,-12.826458333333333
181.86666666666667,2005.0333333333333,1.4666666666666666,-91.0,47.0,24.533,8.947000000000001,-15.586
235.5,2009.5,1.5,-91.0,51.0,27.23,9.426666666666668,-17.80333333333333
131.78571428571428,2000.857142857143,1.5,-89.0,29.0,30.567142857142855,30.796904761904763,0.22976190476190464
55.5,1994.5,1.5,-89.0,31.0,23.855,21.785,-2.0699999999999994
55.5,1994.5,1.5,-89.0,33.0,21.695,17.54,-4.154999999999999
148.5,2002.25,1.5,-89.0,35.0,20.69125,14.187916666666666,-6.503333333333334
145.5,2002.0,1.5,-89.0,39.0,17.653399999999998,8.5494,-9.104
145.5,2002.0,1.5,-89.0,41.0,17.79,7.47,-10.32
145.5,2002.0,1.5,-89.0,43.0,18.9148,6.3308,-12.584000000000001
235.5,2009.5,1.5,-89.0,45.0,22.509,7.1235,-15.385500000000002
103.0,1998.4615384615386,1.4615384615384615,-89.0,47.0,23.446153846153848,8.373076923076923,-15.073076923076924
139.5,2001.5,1.5,-89.0,49.0,25.736666666666665,9.513541666666667,-16.223125
145.5,2002.0,1.5,-87.0,31.0,25.4312,21.035,-4.3962
195.1,2006.1333333333334,1.5,-87.0,33.0,21.656333333333336,14.825333333333333,-6.831
119.60526315789474,1999.842105263158,1.5,-87.0,35.0,19.42684210526316,13.121052631578946,-6.305789473684211
145.5,2002.0,1.5,-87.0,37.0,18.261,9.895199999999999,-8.3658
145.5,2002.0,1.5,-87.0,39.0,16.775199999999998,8.0094,-8.765799999999999
145.5,2002.0,1.5,-87.0,41.0,16.917,7.494,-9.423
145.5,2002.0,1.5,-87.0,43.0,18.506800000000002,7.5716,-10.9352
19.5,1991.5,1.5,-87.0,45.0,20.63,7.90125,-12.72875
145.5,2002.0,1.5,-85.0,31.0,24.721799999999998,18.7134,-6.0084
148.5,2002.25,1.5,-85.0,33.0,20.616875,15.134791666666667,-5.482083333333333
145.5,2002.0,1.5,-85.0,35.0,20.5812,12.7254,-7.8558
145.5,2002.0,1.5,-85.0,37.0,19.979,11.9112,-8.0678
145.5,2002.0,1.5,-85.0,39.0,16.8436,7.6424,-9.2012
148.5,2002.25,1.5,-85.0,41.0,17.342916666666667,7.7225,-9.620416666666666
180.0,2004.875,1.5,-85.0,43.0,19.458125,6.475625,-12.9825
149.67391304347825,2002.3478260869565,1.5,-85.0,45.0,21.932608695652174,7.441521739130435,-14.49108695652174
139.5,2001.5,1.5,-85.0,47.0,24.79375,9.336041666666667,-15.457708333333334
145.5,2002.0,1.5,-83.0,27.0,31.6446,34.9058,3.2612000000000005
145.5,2002.0,1.5,-83.0,29.0,27.5916,25.2746,-2.317
181.5,2005.0,1.5,-83.0,31.0,24.376578947368422,17.911315789473683,-6.465263157894737
145.5,2002.0,1.5,-83.0,35.0,21.578200000000002,12.0668,-9.5114
148.5,2002.25,1.5,-83.0,37.0,22.008958333333336,10.497291666666667,-11.511666666666665
148.5,2002.25,1.5,-83.0,39.0,18.116041666666668,8.264166666666666,-9.851875
117.71052631578948,1999.6842105263158,1.5,-83.0,41.0,16.622894736842103,7.254736842105263,-9.368157894736843
145.5,2002.0,1.5,-83.0,43.0,17.6736,5.855599999999999,-11.818
241.5,2010.0,1.5,-83.0,49.0,27.193571428571428,9.460714285714285,-17.732857142857142
145.5,2002.0,1.5,-81.0,25.0,32.6634,38.798,6.134600000000001
145.5,2002.0,1.5,-81.0,27.0,29.8752,26.675,-3.2002000000000006
145.5,2002.0,1.5,-81.0,29.0,28.2804,23.7128,-4.5676
145.5,2002.0,1.5,-81.0,31.0,26.472800000000003,21.558600000000002,-4.914199999999999
127.79545454545455,2000.5227272727273,1.5227272727272727,-81.0,33.0,21.83386363636364,14.099318181818182,-7.734545454545454
145.5,2002.0,1.5,-81.0,35.0,20.797199999999997,13.123,-7.6742
148.5,2002.25,1.5,-81.0,37.0,21.74354166666667,10.099583333333333,-11.643958333333332
148.5,2002.25,1.5,-81.0,39.0,19.592708333333334,8.305208333333333,-11.2875
145.5,2002.0,1.5,-81.0,41.0,17.1152,7.4988,-9.6164
145.5,2002.0,1.5,-81.0,43.0,18.762,7.514600000000001,-11.2474
140.12765957446808,2001.5531914893618,1.4893617021276595,-81.0,45.0,21.913617021276597,9.292340425531915,-12.621276595744682
131.0857142857143,2000.8,1.4857142857142858,-81.0,47.0,25.012285714285714,8.646857142857142,-16.36542857142857
121.5,2000.0,1.5,-79.0,33.0,25.40690476190476,19.910476190476192,-5.496428571428572
151.5,2002.5,1.5,-79.0,35.0,19.909583333333334,13.202916666666667,-6.706666666666667
148.5,2002.25,1.5,-79.0,37.0,20.131875,9.484791666666666,-10.647083333333333
145.5,2002.0,1.5,-79.0,39.0,20.3926,8.0396,-12.353
145.5,2002.0,1.5,-79.0,41.0,17.2104,6.7976,-10.412799999999999
145.5,2002.0,1.5,-79.0,43.0,18.8506,7.3553999999999995,-11.4952
139.5,2001.5,1.5,-79.0,45.0,19.982291666666665,7.6535416666666665,-12.32875
139.5,2001.5,1.5,-79.0,47.0,24.854375,8.717708333333333,-16.136666666666667
229.5,2009.0,1.5,-79.0,49.0,26.95388888888889,8.904444444444444,-18.049444444444443
175.5,2004.5,1.5,-77.0,35.0,24.6655,19.37025,-5.29525
169.4,2004.0,1.4,-77.0,37.0,21.502000000000002,10.290000000000001,-11.212
145.5,2002.0,1.5,-77.0,39.0,16.8916,7.3964,-9.4952
145.5,2002.0,1.5,-77.0,41.0,18.388199999999998,8.258,-10.1302
145.5,2002.0,1.5,-77.0,43.0,20.361800000000002,8.0352,-12.326600000000001
139.5,2001.5,1.5,-77.0,45.0,21.620208333333334,8.678749999999999,-12.941458333333335
25.5,1992.0,1.5,-77.0,47.0,23.624000000000002,7.689,-15.934999999999999
188.95238095238096,2005.6190476190477,1.5238095238095237,-77.0,49.0,26.60380952380952,8.47857142857143,-18.125238095238096
145.5,2002.0,1.5,-75.0,39.0,19.2308,7.0312,-12.1996
145.5,2002.0,1.5,-75.0,41.0,17.0434,6.803,-10.2404
145.5,2002.0,1.5,-75.0,43.0,20.5912,7.735399999999999,-12.855799999999999
145.5,2002.0,1.5,-75.0,45.0,21.5804,8.2054,-13.375
139.5,2001.5,1.5,-75.0,47.0,24.042916666666667,8.575833333333334,-15.467083333333333
232.35294117647058,2009.235294117647,1.5294117647058822,-75.0,49.0,27.236470588235292,9.009411764705883,-18.22705882352941
145.5,2002.0,1.5,-73.0,41.0,18.5036,13.679,-4.8246
145.5,2002.0,1.5,-73.0,43.0,20.5768,7.7594,-12.8174
145.5,2002.0,1.5,-73.0,45.0,22.1246,7.497999999999999,-14.626600000000002
139.5,2001.5,1.5,-73.0,47.0,22.983125,6.3620833333333335,-16.621041666666667
145.5,2002.0,1.5,-73.0,49.0,26.202608695652174,8.782608695652174,-17.42
199.5,2006.5,1.5,-71.0,-33.0,20.611785714285713,26.211071428571426,5.599285714285714
196.5,2006.25,1.5,-71.0,41.0,24.1975,18.5525,-5.645
145.5,2002.0,1.5,-71.0,43.0,21.339000000000002,13.4256,-7.9134
145.5,2002.0,1.5,-71.0,45.0,22.8934,10.9296,-11.9638
139.5,2001.5,1.5,-71.0,47.0,23.518125,6.827500000000001,-16.690625
168.57692307692307,2003.923076923077,1.5,-71.0,49.0,26.463461538461537,8.191923076923077,-18.271538461538462
181.14285714285714,2004.9714285714285,1.4857142857142858,-69.0,-55.0,10.380571428571429,15.627428571428572,5.246857142857142
145.5,2002.0,1.5,-69.0,45.0,24.1956,14.8878,-9.3078
148.5,2002.25,1.5,-69.0,47.0,25.185000000000002,9.246041666666667,-15.938958333333334
31.5,1992.5,1.5,-69.0,49.0,24.845,6.13625,-18.708750000000002
97.5,1998.0,1.5,-67.0,-49.0,11.468333333333334,16.173333333333332,4.704999999999999
177.87878787878788,2004.6969696969697,1.5151515151515151,-67.0,19.0,27.32030303030303,34.95212121212121,7.631818181818182
163.9,2003.5333333333333,1.5,-67.0,43.0,27.433,20.426,-7.007
145.5,2002.0,1.5,-67.0,45.0,26.2148,15.229800000000001,-10.985
205.5,2007.0,1.5,-67.0,47.0,26.50576923076923,10.64423076923077,-15.86153846153846
37.5,1993.0,1.5,-67.0,49.0,25.209999999999997,5.956666666666667,-19.253333333333334
213.94117647058823,2007.7058823529412,1.4705882352941178,-65.0,19.0,27.378823529411765,33.89352941176471,6.514705882352941
141.5,2001.6666666666667,1.5,-65.0,33.0,33.861666666666665,36.46416666666667,2.602500000000001
139.5,2001.5,1.5,-65.0,45.0,26.57041666666667,14.935208333333334,-11.635208333333333
199.5,2006.5,1.5,-65.0,47.0,26.955357142857142,14.572142857142856,-12.383214285714287
235.5,2009.5,1.5,-65.0,51.0,28.754375,10.054375,-18.7
97.5,1998.0,1.5,-63.0,-31.0,18.97,26.045,7.074999999999999
253.5,2011.0,1.5,-63.0,-9.0,8.620000000000001,10.9475,2.3274999999999997
144.35714285714286,2001.904761904762,1.5,-63.0,45.0,27.267142857142858,18.434761904761906,-8.832380952380952
73.5,1996.0,1.5,-63.0,47.0,26.5,19.281666666666666,-7.218333333333334
149.1,2002.3,1.5,-63.0,83.0,27.32975,8.3865,-18.94325
265.6,2012.0,1.6,-61.0,-3.0,9.858,17.592,7.734
204.4090909090909,2006.909090909091,1.5,-61.0,15.0,26.067272727272726,32.18181818181818,6.114545454545453
223.5,2008.5,1.5,-61.0,17.0,27.239375,32.85625,5.616874999999999
173.6153846153846,2004.3461538461538,1.4615384615384615,-61.0,43.0,30.04692307692308,23.04615384615385,-7.00076923076923
265.5,2012.0,1.5,-61.0,45.0,29.865,21.108333333333334,-8.756666666666668
196.68421052631578,2006.2631578947369,1.5263157894736843,-61.0,47.0,28.518947368421053,20.27315789473684,-8.24578947368421
235.5,2009.5,1.5,-61.0,53.0,29.4575,10.55375,-18.90375
154.5,2002.75,1.5,-59.0,13.0,25.090833333333336,34.125,9.034166666666666
146.83333333333334,2002.111111111111,1.5,-57.0,-25.0,17.251666666666665,23.028888888888886,5.777222222222222
212.38095238095238,2007.5714285714287,1.5238095238095237,-57.0,49.0,29.38285714285714,13.153809523809525,-16.22904761904762
229.46153846153845,2009.0,1.4615384615384615,-57.0,51.0,29.470769230769232,10.603076923076923,-18.86769230769231
229.5,2009.0,1.5,-55.0,49.0,29.74388888888889,16.258888888888887,-13.485
205.5,2007.0,1.5,-53.0,5.0,19.065,26.1,7.034999999999999
139.5,2001.5,1.5,-53.0,47.0,29.528750000000002,23.441666666666666,-6.087083333333333
205.5,2007.0,1.5,-47.0,-23.0,18.817333333333334,18.771,-0.04633333333333288
205.5,2007.0,1.5,-45.0,-23.0,19.674333333333333,18.682333333333336,-0.9919999999999994
250.33333333333334,2010.7333333333333,1.5333333333333334,-35.0,-77.0,10.801333333333334,15.341333333333333,4.54
253.5,2011.0,1.5,-29.0,39.0,34.141666666666666,33.87166666666666,-0.2699999999999996
245.53333333333333,2010.3333333333333,1.5333333333333334,-27.0,-75.0,11.161333333333333,15.905333333333333,4.744
73.5,1996.0,1.5,-27.0,39.0,32.985,37.11333333333334,4.128333333333335
247.5,2010.5,1.5,-25.0,17.0,29.219375,35.546875,6.327500000000001
147.21428571428572,2002.142857142857,1.5,-21.0,63.0,30.98071428571429,29.064999999999998,-1.9157142857142857
148.41379310344828,2002.2413793103449,1.5172413793103448,-21.0,65.0,28.92206896551724,16.857586206896553,-12.06448275862069
199.5,2006.5,1.5,-17.0,29.0,32.91375,35.02875,2.1149999999999998
116.88461538461539,1999.6153846153845,1.5,-17.0,33.0,33.22923076923077,37.706923076923076,4.477692307692307
259.5,2011.5,1.5,-17.0,81.0,29.335,15.870000000000001,-13.465
199.5,2006.5,1.5,-15.0,27.0,30.226249999999997,34.57541666666666,4.349166666666667
179.1,2004.8,1.5,-15.0,29.0,32.292,36.11933333333333,3.8273333333333337
253.5,2011.0,1.5,-13.0,29.0,30.21166666666667,33.723333333333336,3.5116666666666654
156.45652173913044,2002.9130434782608,1.5,-9.0,-71.0,12.061086956521738,15.947826086956523,3.8867391304347825
157.5,2003.0,1.5,-9.0,37.0,32.41916666666666,31.831388888888892,-0.587777777777778
133.5,2001.0,1.5,-9.0,39.0,30.328043478260867,23.2,-7.128043478260869
175.5,2004.5,1.5,-9.0,41.0,30.685000000000002,24.22875,-6.456250000000001
163.5,2003.5,1.5,-9.0,43.0,30.91305555555555,25.839444444444446,-5.07361111111111
193.5,2006.0,1.5,-9.0,51.0,31.808846153846154,29.586923076923078,-2.2219230769230767
145.5,2002.0,1.5,-9.0,53.0,28.7812,21.4098,-7.3713999999999995
189.4,2005.6571428571428,1.5142857142857142,-7.0,37.0,30.48542857142857,28.026,-2.4594285714285715
199.5,2006.5,1.5,-7.0,39.0,26.685714285714287,20.509999999999998,-6.175714285714286
223.5,2008.5,1.5,-7.0,41.0,27.794375,20.194375,-7.6000000000000005
181.5,2005.0,1.5,-7.0,43.0,27.800882352941176,22.14558823529412,-5.655294117647059
193.5,2006.0,1.5,-7.0,53.0,27.12230769230769,24.555769230769233,-2.5665384615384617
145.5,2002.0,1.5,-7.0,55.0,26.1298,23.918400000000002,-2.2114000000000003
175.5,2004.5,1.5,-5.0,37.0,28.2040625,24.7959375,-3.408125
169.5,2004.0,1.5,-5.0,39.0,26.703157894736844,21.507894736842104,-5.195263157894737
181.5,2005.0,1.5,-5.0,41.0,27.82764705882353,20.758823529411767,-7.068823529411765
181.5,2005.0,1.5,-5.0,43.0,27.502058823529413,23.21558823529412,-4.286470588235295
205.5,2007.0,1.5,-5.0,47.0,31.36818181818182,29.38,-1.988181818181818
199.5,2006.5,1.5,-5.0,49.0,30.574583333333333,28.131666666666664,-2.4429166666666657
190.3,2005.7333333333333,1.5,-5.0,51.0,29.367666666666665,25.329,-4.038666666666667
213.03703703703704,2007.6296296296296,1.4814814814814814,-5.0,53.0,27.296296296296298,26.08,-1.216296296296296
151.5,2002.5,1.5,-5.0,55.0,25.663,26.086750000000002,0.42374999999999974
145.5,2002.0,1.5,-5.0,57.0,26.741,18.8122,-7.9288
175.5,2004.5,1.5,-3.0,37.0,28.089166666666667,27.41611111111111,-0.6730555555555555
253.5,2011.0,1.5,-3.0,39.0,28.66333333333333,22.77,-5.8933333333333335
174.83333333333334,2004.4444444444443,1.5,-3.0,41.0,26.79611111111111,21.209166666666665,-5.586944444444445
163.5,2003.5,1.5,-3.0,43.0,26.018055555555556,22.00722222222222,-4.010833333333333
193.5,2006.0,1.5,-3.0,47.0,29.27423076923077,27.041923076923077,-2.232307692307692
193.5,2006.0,1.5,-3.0,49.0,27.337307692307693,25.858461538461537,-1.4788461538461546
