longitude,latitude,annual,JJA,DJF
3.0,-39.0,24.077156268731414,28.888624825640363,18.559969561238177
3.0,-37.0,24.80388872072581,29.460046846452315,19.46823680043508
3.0,-35.0,25.375092249646514,29.935030454453226,20.07650401480987
3.0,-33.0,25.839506534452994,30.299336373218466,20.556310431629754
3.0,-31.0,26.229342253714094,30.625209035406442,20.936834488338718
3.0,-29.0,26.633601990511124,30.931779804177495,21.35554488802427
3.0,-27.0,27.167464722310797,31.214518969591154,22.001328758847194
3.0,-25.0,27.704654570470666,31.470591466131737,22.641605923467978
3.0,-23.0,28.222498116292627,31.750808204833447,23.182385788800275
3.0,-21.0,29.062213968700235,32.27690115181758,24.206164184192858
3.0,-19.0,30.328667577350643,33.234755392186344,25.8503316530323
3.0,-17.0,31.845360126681044,34.565026396649046,27.800737711913825
3.0,-15.0,33.12463547899824,35.94226427594549,29.253715894128618
3.0,-13.0,33.75254564730312,37.071480107897514,29.74178947567907
3.0,-11.0,34.01748216447231,38.12957416471363,29.637693188533376
3.0,-9.0,34.30976036611355,39.35491221795928,29.417002167519968
3.0,-7.0,34.63411957227436,40.67510062100155,29.53390243476406
3.0,-5.0,34.78298182812978,41.79797485903691,30.03604476248256
3.0,-3.0,34.83157939854209,42.42631490569693,30.999814271126525
3.0,-1.0,35.019759536680795,42.518109921729774,33.20410968399301
3.0,1.0,35.71914675148946,41.68987288721837,37.64202105571712
3.0,3.0,36.46360013931371,39.92308350575513,42.47434759463431
3.0,5.0,37.1322990133649,38.292430559749846,46.25770344546254
3.0,7.0,37.37235942935513,35.73932971789873,45.484384258998034
3.0,9.0,40.39827317114941,35.92950648112492,46.26735972124152
3.0,11.0,43.90781427332513,39.62197681062207,45.31329977908172
3.0,13.0,44.93358218837784,42.43539208914626,41.60221322990765
3.0,15.0,45.37570319484985,46.07271009149372,39.34268377747685
3.0,17.0,45.07068851467011,48.8144671351165,37.886191961433724
3.0,19.0,45.609194643247974,51.48319459635786,37.57610400612066
3.0,21.0,46.45069040520866,53.40652720065009,38.049684292218444
3.0,23.0,48.122988260956845,55.4812586983644,39.49471505393376
3.0,25.0,47.42058479223488,55.52250570417527,38.296875004562025
3.0,27.0,46.93508159903104,55.81526707487683,36.89128647010875
3.0,29.0,46.51046481285448,55.00372779465579,36.33254763713012
3.0,31.0,46.82184240323295,55.261004661133484,36.43315338308639
3.0,33.0,46.531184239029244,55.923059960605315,35.43327764532478
3.0,35.0,42.07544535006491,52.892694668571494,29.44356403133952
3.0,37.0,45.3413733225716,59.93274498905521,32.124749083095594
3.0,39.0,48.38739897650157,62.905073150432145,33.10911722564924
3.0,41.0,45.28825670035985,60.15635989342627,28.832550569291016
3.0,43.0,35.42318083304963,47.273953640569744,22.280620015635577
3.0,45.0,29.717428517983535,43.60956751270351,13.974478463296691
3.0,47.0,29.889623220924477,43.16449064845074,14.91986978408022
3.0,49.0,27.33577453284397,40.57554292558052,13.246023833346499
3.0,51.0,27.54458883202915,38.41901019541183,15.487700011362904
3.0,53.0,33.41405019341437,43.23209168433095,23.04683377474248
3.0,55.0,34.753043109958526,42.94610533861487,26.42992669166233
3.0,57.0,35.156446642758965,41.80477475301814,28.14029720354938
3.0,59.0,33.938597709948226,39.539866492077635,27.5410609873461
3.0,61.0,33.37538956316166,38.11803139797121,27.46490856964101
3.0,63.0,35.68479201021546,40.41369194851541,29.707241111509575
3.0,65.0,34.98931988588083,39.03619472112041,29.37259324653496
3.0,67.0,33.564312218459236,36.726390817420906,28.32751988535165
3.0,69.0,33.70342227526635,36.70668746735828,28.71282056560176
3.0,71.0,33.40031184961845,35.713032531248246,28.61990822111693
3.0,73.0,33.15063068498603,35.092771355493824,28.4428178787266
3.0,75.0,32.59523850829282,34.652668290391375,27.989084827595434
3.0,77.0,30.940398687562265,33.36490195238184,26.178582857028232
3.0,79.0,26.80922683850895,30.372916626220103,21.30460252658395
3.0,81.0,23.255932291021963,30.453676913566596,16.00692201009224
3.0,83.0,21.712047271194024,30.349564639209348,14.377177670610308
3.0,85.0,20.819559409801514,30.16855742998814,13.303968593447735
3.0,87.0,20.264652178525466,29.962276215655947,12.872905408300994
3.0,89.0,19.985144206202676,29.75485458023286,12.885353228853091
5.0,-89.0,17.459587553503297,20.389261834452554,16.559710047658882
5.0,-87.0,17.66531099178792,20.619690843659555,17.02129281966336
5.0,-85.0,17.647227679162825,20.406623946200853,17.539353081019726
5.0,-83.0,17.59141277091203,20.228974051406112,17.484346415130858
5.0,-81.0,18.794613865225074,21.613056233604766,18.23149631263732
5.0,-79.0,19.59191564537832,22.250143061341987,19.261623407373918
5.0,-77.0,19.90978226729112,22.40400398534348,19.999337297349484
5.0,-75.0,20.98448170784195,23.50568450992796,20.94707873823154
5.0,-73.0,21.03134377762217,23.468105680990448,20.5363264171865
5.0,-71.0,19.848526378041242,23.161767614965356,17.44178135254515
5.0,-69.0,17.565866983204614,18.58700038326333,15.337214165356272
5.0,-67.0,17.938619478741202,19.59624640335278,14.979843143692051
5.0,-65.0,18.380049482402683,21.05450214173743,14.710501261561149
5.0,-63.0,18.885746300156825,22.63446319261675,14.590087360488724
5.0,-61.0,19.31856985493141,23.786826730542998,14.534754733119826
5.0,-59.0,19.746927648611745,24.549386523631256,14.62880838687397
5.0,-57.0,20.095599850833423,25.06005358782204,14.711353024665641
5.0,-55.0,20.34911084081159,25.37172782979269,14.874457221480952
5.0,-53.0,20.756342422600937,25.742199483147488,15.27111237464851
5.0,-51.0,21.213779177742254,26.17971617269177,15.73099339680084
5.0,-49.0,21.597154287178455,26.510573292171102,16.115906831259963
5.0,-47.0,21.96915005470146,26.86869393642155,16.478221454008235
5.0,-45.0,22.525862064526336,27.56067019049624,16.955366888282697
5.0,-43.0,23.146672134544133,28.19112587815198,17.49417855023694
5.0,-41.0,23.628640377637566,28.542586960611516,18.012871194628133
5.0,-39.0,24.11478305930359,28.99084350360681,18.560154302349474
5.0,-37.0,24.96885720404407,29.703949522286166,19.538406448305068
5.0,-35.0,25.53071354327585,30.18549676880866,20.138607226272143
5.0,-33.0,25.985084306512363,30.535250772345535,20.611835793715727
5.0,-31.0,26.401030694955807,30.86871203095143,21.02375518120425
5.0,-29.0,26.859789059585637,31.156442759083802,21.53014477812576
5.0,-27.0,27.448200157209612,31.436655945071834,22.24628836700049
5.0,-25.0,27.987715256472256,31.68382889384702,22.82673960962711
5.0,-23.0,28.727995982080756,32.062843047242495,23.69592699835721
5.0,-21.0,29.89796854535598,32.81581228975483,25.269468295618935
5.0,-19.0,31.32713999320913,34.01739689934402,27.128145063670672
5.0,-17.0,32.54640645877771,35.32212389245615,28.614591585096605
5.0,-15.0,33.17026298077508,36.414750326230205,29.115494015741206
5.0,-13.0,33.54306343794633,37.42341547763317,29.236993270842504
5.0,-11.0,33.9842856078576,38.60927932919367,29.391946654300227
5.0,-9.0,34.46055174549656,40.006419510518754,29.41856891425232
5.0,-7.0,34.90968225605684,41.52797217216175,29.66898904332993
5.0,-5.0,35.19733837720196,42.81881516021713,30.312467202975313
5.0,-3.0,35.42746185303258,43.61367089700252,31.584736603917918
5.0,-1.0,35.71162210391776,43.649706071846595,34.311792518337825
5.0,1.0,36.1814223026613,42.31621986150458,38.82199450799817
5.0,3.0,37.080333470385085,40.169791049038395,44.42630796575031
5.0,5.0,36.52196411962905,36.49506297165317,47.03165146224819
5.0,7.0,34.54012897918801,31.74268314865003,44.10101439589198
5.0,9.0,39.380790184395664,36.27572908726506,42.889045204219656
5.0,11.0,44.758706962966244,42.17448079657515,44.024076828463876
5.0,13.0,45.78453882686517,44.91631599989887,41.56696675750027
5.0,15.0,45.980371510268014,47.65804462181222,39.59777927775576
5.0,17.0,46.48072149393556,50.65327002284903,39.24924385501072
5.0,19.0,46.421945398833486,52.982137788148975,38.16464300143707
5.0,21.0,46.82418719426096,54.48468698432407,38.195878460101085
5.0,23.0,47.464183694501116,55.31703095584817,38.76601439856131
5.0,25.0,46.75582943036716,55.24899648889914,37.57749311716907
5.0,27.0,47.12725498734471,55.759443284841836,37.59980415907194
5.0,29.0,46.113708407347076,54.56570306705544,36.01743259196155
5.0,31.0,45.65032440950745,54.09809133993804,35.079086302403084
5.0,33.0,45.8791866719821,55.61338412007899,34.06783477544195
5.0,35.0,41.11929996497565,51.66759464714232,28.353387193646995
5.0,37.0,45.95472802293443,58.8886592822746,33.596123216739215
5.0,39.0,49.04190831211963,61.91111623365941,35.04590040392941
5.0,41.0,47.9304915756984,62.20052739536186,32.41180124291532
5.0,43.0,45.25922747689037,60.51513423699362,28.085018755064084
5.0,45.0,27.447461192764422,42.79329957057598,9.600592321135082
5.0,47.0,26.522879892354467,42.377305220497874,8.700896891866705
5.0,49.0,27.49337291163556,41.466837075176954,12.593664777682534
5.0,51.0,23.433816664919505,35.4879574615552,11.156288337588194
5.0,53.0,30.551099428066664,41.33065800715485,19.3837621509374
5.0,55.0,33.50815092062476,42.085410711933946,25.117030233445803
5.0,57.0,34.170454910054104,41.87593205529083,26.783238737948523
5.0,59.0,32.76753446357361,42.13735493863169,23.02334500825509
5.0,61.0,30.645843196452915,40.17822163859819,20.588952764910573
5.0,63.0,34.46141860763419,41.223991331662546,27.160901083789213
5.0,65.0,34.79111398974055,39.500889670307515,28.806873331177485
5.0,67.0,34.49345697958961,38.23823746529342,28.88499395226063
5.0,69.0,33.96909065145337,37.115878370741484,28.86141636793127
5.0,71.0,33.58006495091104,35.99508247020822,28.71214022093227
5.0,73.0,33.28863229512535,35.35285486577777,28.46524260746719
5.0,75.0,32.65818904196749,34.801708181930735,27.964683013692593
5.0,77.0,31.143233769626022,33.57259359404452,26.494298310808517
5.0,79.0,27.6440168534009,30.427074193539738,22.431654755905583
5.0,81.0,23.41558058560622,30.2632159332461,16.33458346361749
5.0,83.0,21.797161409153887,30.335861822550214,14.409322623976095
5.0,85.0,20.8541930390993,30.163128883486934,13.295174738914284
5.0,87.0,20.275882306464155,29.96315728864829,12.850149389009857
5.0,89.0,19.989615296367447,29.752239782965262,12.879899813356133
7.0,-89.0,17.465008994577147,20.397354916212862,16.570028904538958
7.0,-87.0,17.684575581711215,20.6403463209881,17.051652534405548
7.0,-85.0,17.652526551614756,20.411020429378368,17.59328149830708
7.0,-83.0,17.658948081589187,20.28187573444029,17.670394925062283
7.0,-81.0,18.85288902769844,21.65782575502817,18.384481492716986
7.0,-79.0,19.61970674813074,22.24921580307182,19.412471630175787
7.0,-77.0,20.01505272630766,22.475994398973853,20.298221770076452
7.0,-75.0,21.202854583179942,23.813115035409282,21.082334100697153
7.0,-73.0,21.059587851368633,23.4108501473429,20.76915883719721
7.0,-71.0,20.071366790830325,23.40353155716457,17.791565554148292
7.0,-69.0,17.63012313915624,18.81545053095124,15.318878610059983
7.0,-67.0,17.90607839780023,19.40719052129225,14.93204315750063
7.0,-65.0,18.44830066488612,21.181987719387507,14.670382242343294
7.0,-63.0,18.99600299282156,22.8862422346765,14.57905351998079
7.0,-61.0,19.389492678101306,23.95525733334125,14.540064263712793
7.0,-59.0,19.77732821956124,24.6176199425463,14.624526478712596
7.0,-57.0,20.08083299642749,25.048597862564748,14.684749416460363
7.0,-55.0,20.30139967246214,25.299447869997493,14.824310667904683
7.0,-53.0,20.711565795750175,25.72001100986654,15.202115122292525
7.0,-51.0,21.193525157059412,26.186631529867554,15.691385968352733
7.0,-49.0,21.566686214669062,26.50017982830377,16.084353404721696
7.0,-47.0,21.982073050708095,26.914975137515285,16.48427350176007
7.0,-45.0,22.58224895967942,27.658488832571493,16.986120954243233
7.0,-43.0,23.174127505853903,28.244892646966946,17.499495186257263
7.0,-41.0,23.633884183027476,28.57926872934513,17.97428517136268
7.0,-39.0,24.214935834265816,29.146397295676252,18.559063619250082
7.0,-37.0,25.13282382210491,29.93303027665206,19.57707951305565
7.0,-35.0,25.697154626413976,30.398620509686225,20.210967122125112
7.0,-33.0,26.17610306288043,30.746427626127115,20.72008165043826
7.0,-31.0,26.625135873814543,31.079046891591133,21.142334105661575
7.0,-29.0,27.185592443856876,31.367829222972432,21.802643246360276
7.0,-27.0,27.78508978451555,31.58727679419826,22.54531494827461
7.0,-25.0,28.472594948425467,31.879089590347576,23.35385751450758
7.0,-23.0,29.543151924826816,32.477615263815096,24.74079963121767
7.0,-21.0,30.873845702217295,33.49348887127235,26.56723552263429
7.0,-19.0,31.92172215449318,34.635494472468054,27.85980868225124
7.0,-17.0,32.55182789985156,35.70552209453126,28.504821614205866
7.0,-15.0,33.032520718734304,36.781102608074434,28.839190591156694
7.0,-13.0,33.50261223999951,37.8879718709868,29.072486640302486
7.0,-11.0,34.08116810987849,39.19589630640985,29.332369422263582
7.0,-9.0,34.709650265085656,40.79135251799926,29.56352140870422
7.0,-7.0,35.300686818118265,42.561737245705444,29.990808059210394
7.0,-5.0,35.77885365757538,43.9820766473531,30.902867820259416
7.0,-3.0,36.1802499071473,44.87093363536587,32.53974512062996
7.0,-1.0,36.30328038184416,44.4568435398196,35.7261953354282
7.0,1.0,37.213350623233055,43.22067681528097,41.14207996508412
7.0,3.0,38.303866745081905,40.795509193003454,47.76487827484743
7.0,5.0,36.036109207771005,34.37794049432341,47.31730030016479
7.0,7.0,36.47148005825329,32.491392687461484,46.2952485236201
7.0,9.0,39.14306034857873,36.3284620163995,42.45512386091832
7.0,11.0,43.085417900101675,41.73912770966126,40.71442916142587
7.0,13.0,45.83912627253994,46.846853507531705,40.333876683007475
7.0,15.0,45.64084932212609,48.85220405981272,38.50762908541583
7.0,17.0,47.95482055897082,52.90940308100289,40.70242809461888
7.0,19.0,47.92829244593122,55.22697676951793,39.554702624400306
7.0,21.0,47.5960924006813,55.667154441607636,38.71441478509041
7.0,23.0,47.22972235526868,55.619000960405174,38.345625341662526
7.0,25.0,46.84955712264127,55.66015914837408,37.85163116276635
7.0,27.0,46.965116240471616,55.55165927262351,37.53365618308635
7.0,29.0,46.22653548835842,54.659782477983754,36.2743826087808
7.0,31.0,45.49925947117117,54.24653792829304,34.733766085537354
7.0,33.0,45.21981011862408,55.05526345928047,33.344015548664174
7.0,35.0,42.492874996469254,52.919673976248305,29.704450454914877
7.0,37.0,41.86892610391624,52.56292823219155,31.02257295495292
7.0,39.0,49.321936756996365,62.39771721539,35.10779578164147
7.0,41.0,47.65239935977661,62.073951312413556,32.08513277286329
7.0,43.0,47.47379378500227,67.1626736448161,27.588514583953838
7.0,45.0,27.579433847790824,42.268187172567195,10.612827949785242
7.0,47.0,26.703974143060805,43.327556653594,9.05411123852673
7.0,49.0,24.734884362942466,39.84633778486568,9.560423563925724
7.0,51.0,23.266865767368472,36.63284786625809,10.273216943801344
7.0,53.0,26.072838110735574,38.01847370255018,14.197178543895461
7.0,55.0,30.877579604293715,40.57164559867488,21.92596149086512
7.0,57.0,33.71587808942422,43.107988290103094,24.633687090158674
7.0,59.0,25.54771505458575,36.295507044314945,12.830825291132442
7.0,61.0,21.88843062356227,33.031010815420814,7.831726378526582
7.0,63.0,31.081622609008264,40.114525035050974,21.220493806595186
7.0,65.0,33.17736840813268,38.32318284935354,27.07433566229156
7.0,67.0,34.06312387710386,37.97173420139188,28.467290746903018
7.0,69.0,34.02490378334733,37.254487494919886,28.902663373742143
7.0,71.0,33.719221192995974,36.204195197342415,28.849708400002783
7.0,73.0,33.39409104796687,35.60356987009072,28.518035932734165
7.0,75.0,32.64554138127096,34.91819100531757,27.879057284962983
7.0,77.0,30.984917742671314,33.31947340257102,26.48803842930647
7.0,79.0,28.024627951594994,30.481842827612127,22.8274199542966
7.0,81.0,23.640529533963672,30.091502623008637,16.700617777587468
7.0,83.0,21.859722920680724,30.29707684731875,14.44292596630703
7.0,85.0,20.883467399812616,30.164805764343328,13.288217637352773
7.0,87.0,20.291789581960984,29.96487680206883,12.833917040211418
7.0,89.0,19.99614873682276,29.753449481972893,12.880873256904124
9.0,-89.0,17.470524582563485,20.40506075218218,16.57935122523213
9.0,-87.0,17.70603752504485,20.664350230958917,17.08588648341447
9.0,-85.0,17.67398494223471,20.43859304023954,17.645300331992075
9.0,-83.0,17.733507107209334,20.351173191102134,17.85335079773631
9.0,-81.0,18.909735999272925,21.70749979768516,18.53273801089017
9.0,-79.0,19.647318438842376,22.251656517369156,19.58463080597994
9.0,-77.0,20.080134888189605,22.548260147914334,20.47871738852791
9.0,-75.0,21.313116604915194,23.9916566613374,21.147219086969926
9.0,-73.0,20.896653296631484,23.150549921524544,20.888503371452316
9.0,-71.0,20.175299653146794,23.471391941143338,18.12376737575505
9.0,-69.0,17.720379830166166,19.04952284803585,15.371481865145142
9.0,-67.0,17.83813097233633,19.195432798824186,14.914027346435432
9.0,-65.0,18.487622099883083,21.255806004205624,14.643947388037759
9.0,-63.0,19.071546120130733,23.07704782822384,14.56806320021542
9.0,-61.0,19.455132616030824,24.122181585539693,14.533147130180168
9.0,-59.0,19.823898966819797,24.73899129995516,14.606295728469831
9.0,-57.0,20.097282060760335,25.073630283145576,14.674099269029739
9.0,-55.0,20.30441592637544,25.28992304462463,14.815208615459596
9.0,-53.0,20.721136806400864,25.73627000401757,15.188550861466865
9.0,-51.0,21.220714074843272,26.214385329126344,15.703617961548844
9.0,-49.0,21.626988200296182,26.57559150520683,16.11944355772721
9.0,-47.0,22.095592910886808,27.08748780833048,16.548034054153504
9.0,-45.0,22.67909593456352,27.788383150095797,17.056496659506593
9.0,-43.0,23.20049219406428,28.28118894626641,17.511997185692962
9.0,-41.0,23.625982947805824,28.601476742551313,17.940777752301074
9.0,-39.0,24.344465998638043,29.320670336119292,18.61052112417383
9.0,-37.0,25.27905351712434,30.12880966934972,19.608496160117284
9.0,-35.0,25.884549614829666,30.599494493799284,20.273507317369877
9.0,-33.0,26.416374865334546,30.953813734413416,20.817985557641805
9.0,-31.0,26.941034292349286,31.25504832723891,21.38133581297552
9.0,-29.0,27.597055307637675,31.507507713968153,22.226416263038118
9.0,-27.0,28.28202383398093,31.698974112259748,23.161831563811575
9.0,-25.0,29.27743381064829,32.18245581138035,24.465084180747
9.0,-23.0,30.547450791118536,33.059205151175775,26.16564387381004
9.0,-21.0,31.501517838705695,34.00922921059646,27.455854478830588
9.0,-19.0,32.11595966945424,35.031046508038344,28.113191774536972
9.0,-17.0,32.59331293747891,36.21158484179432,28.447402655729093
9.0,-15.0,33.106296370988275,37.467501101673406,28.719078670746967
9.0,-13.0,33.63867406847021,38.68800746431589,28.993046186087668
9.0,-11.0,34.38959339518988,40.23158695076745,29.383478761246806
9.0,-9.0,35.18400504276542,42.07369386222126,29.81166247195688
9.0,-7.0,35.84672469969519,43.86273744216851,30.39410145788679
9.0,-5.0,36.48068869210874,45.35010234008041,31.529332034097024
9.0,-3.0,36.14357524384104,45.36612152605812,32.69829917940115
9.0,-1.0,32.90945826961433,40.37511658339099,33.062399040773016
9.0,1.0,36.60186465026527,41.79817025828925,41.790240601358164
9.0,3.0,38.43705442818646,40.47985768806939,48.46752332809956
9.0,5.0,35.82591645567845,33.776114349848285,46.57161767340767
9.0,7.0,34.92369415880603,30.071582557411602,44.57816515923696
9.0,9.0,38.60652242337892,35.74157858565741,39.115583660986886
9.0,11.0,42.75395326658327,42.578705006235396,39.70870565694895
9.0,13.0,45.48241960833366,48.20928722892859,39.09869761287155
9.0,15.0,45.26349783873229,49.70716460661606,37.5252682260907
9.0,17.0,47.317264773028,53.55405363616228,39.107383997816214
9.0,19.0,47.39228742778323,55.27591540044341,38.663880985723154
9.0,21.0,47.527183966167286,55.89348717194298,38.365801202644434
9.0,23.0,47.40329728747383,55.97675212243303,38.15785376559688
9.0,25.0,46.955729970932225,55.88161755554211,37.712865719186084
9.0,27.0,46.6746108429561,55.05033939812165,37.18097119076447
9.0,29.0,46.46405571406831,54.598405796468796,36.81464022520231
9.0,31.0,46.51120377729967,55.40919900681729,35.86587027371024
9.0,33.0,45.078405008780464,54.99607169667797,33.35250298164283
9.0,35.0,43.12505552661605,53.65123101341851,30.329069033996348
9.0,37.0,43.0394280215296,54.2060050179316,31.20466729455984
9.0,39.0,48.54177149127281,62.03273983373947,33.99621562039101
9.0,41.0,45.607293941429816,60.186081896063115,30.074890133846566
9.0,43.0,46.675634024495594,66.93505127941535,25.942512138499296
9.0,45.0,28.53064096086655,47.484743248560335,8.92423468457082
