longitude,latitude,corr,bias,nmb,obs_mean,obs_std,mod_mean,mod_std,bias2,variance,noise2,dev,noise
-171.0,-15.0,0.7597611629303954,7.369922245352599,0.5892721853253677,13.45490566037736,4.431391986074822,20.93793375492842,5.004702347153635,54.3157539025431,2.6827256425652255,8.301895867519953,1.637902818412993,2.881301072002014
-159.0,21.0,0.466322334002989,6.214064711422946,0.258250707521049,26.26,5.009693633649697,31.169346424148358,4.56246313684652,38.61460023775194,4.956550206736772,19.639517451327503,2.2263311089630786,4.431649518105815
-157.0,21.0,0.5111713019986864,11.727173020838201,0.6669927009835283,18.509484536082475,6.0667914665742355,30.882935039365826,5.412325622515342,137.52658706067538,5.341441730888587,27.18870523459214,2.3111559295920703,5.21427897552405
-157.0,71.0,0.5411746525871829,-7.9971743163551485,-0.33394522999622267,26.576496598639455,6.336930246887154,17.235328515104182,8.640781497775029,63.954797046170434,27.15864277544897,28.39599644662518,5.211395472946663,5.328789397848744
-155.0,19.0,0.6511436252119126,7.455843915200649,0.38162305596247525,21.70798076923077,6.048346059699215,29.13766831232814,5.384083660361141,55.589608487834546,2.0901690067708394,21.071952507640173,1.4457416805124073,4.59041964395851
-149.0,61.0,0.40930306703480845,3.0867049863893996,0.15487731993925738,18.819310344827585,7.589315295219083,20.345167680836816,6.721162984600227,9.527747673001183,13.067017311155046,47.948420413434555,3.6148329575728733,6.924479793705412
-149.0,63.0,0.11318685561398768,-16.8217185701803,-0.4804540671149149,31.79467576791809,7.528772274842118,16.57768159682239,8.618090810921561,282.9702156543487,60.30971148526385,55.95623860648722,7.765932750498413,7.4803902710010535
-147.0,65.0,0.7675923416659627,-2.5351513960201366,-0.2362916235917218,14.758235294117647,8.483713977501239,13.09746948315283,9.842169374670812,6.426992600742848,11.089802426090818,29.56681762364218,3.3301354966563776,5.4375378273297725
-135.0,61.0,0.3090930175645007,-11.585243011456598,-0.36594158984314507,26.975405405405407,6.9611550744385315,16.704243435919587,7.8745836772389985,134.21785563450393,32.75203365399821,43.828106227160525,5.722939249546356,6.620279920604606
-133.0,69.0,0.025858366556396017,-6.1199915260469515,-0.26621218793279694,22.162499999999998,4.710497331108783,15.146460520994635,6.140303392431769,37.454296278886495,36.222313671531936,22.173948461593596,6.018497625781033,4.7089222186816375
-127.0,55.0,0.4421710876052904,-2.1695290010426014,-0.08360866404235998,18.402208588957055,6.901717537582057,17.612187631952764,6.995369251109376,4.706856086364908,15.552212065064023,38.32058824652524,3.943629301172211,6.190362529490922
-127.0,65.0,0.08414369661129344,-8.467924801470264,-0.34928589592534887,22.332291666666666,4.880238449559754,14.026778262047715,6.222338120007991,71.70575044335521,33.77581988711925,23.648101044428998,5.811696816517466,4.862931322199502
-125.0,41.0,0.09935649484765688,8.799874470336999,0.35515359617626924,26.386618357487922,5.912201482786207,35.32755322844928,6.4574894292954035,77.43779069368887,34.45776657162565,34.60906926694755,5.870073813132646,5.882947328248618
-125.0,49.0,0.05274543115455003,-14.320458187498197,-0.4683643711535115,28.882857142857144,9.04552369788904,15.4422406381357,5.5808010464646225,205.07552269988415,26.047661813281426,81.59386497168124,5.103690999000765,9.032932246600836
-125.0,51.0,0.4653455976405067,-4.343171978786149,-0.20253966991480532,19.854066666666668,5.605766697248657,15.667990993506468,5.513079335687678,18.86314283731319,8.435890689892066,24.619727938723443,2.904460481723252,4.961827076664749
-123.0,37.0,0.6158325470625432,10.815072376730752,0.5663482767129513,20.367755102040817,5.574917473904362,32.07220401275997,9.151181569350124,116.96579051392456,32.6951345108085,19.29273529512372,5.717965941732121,4.3923496326139295
-123.0,39.0,0.7859843846671353,1.560196407483252,0.0680058871183347,22.935068027210885,5.793787760741406,24.964093839737906,7.92291005771487,2.4342128299236454,11.350722617202573,12.830638929856006,3.369083349696557,3.5819881253091843
-123.0,41.0,0.8615451200668166,-2.3097227919011,-0.07577406450797647,26.574158075601375,9.862357287762274,24.321222750914433,7.7250154767267585,5.334819375427412,0.5957529116989899,25.069362956569183,-0.7718503169002329,5.0069314911000316
-123.0,43.0,0.17483725891409527,4.204349219123102,0.1635933548296927,26.113140495867768,4.364545228898013,30.64498280847534,2.992660308139358,17.67655235634104,4.9710055007172835,18.46695614827969,2.2295751839122366,4.297319646975273
-123.0,45.0,0.624769191668465,6.7475748283031045,0.3058932596576751,21.14269841269841,5.225616793386904,27.13153618057001,6.939262239618016,45.52976606354967,13.501640562303418,16.648123231833132,3.6744578596445243,4.080211174906653
-123.0,47.0,0.48808568344458586,-0.6427663046473207,-0.03200658507478332,19.624595588235294,5.300452029569408,17.999259523197615,8.65364482609098,0.41314852238997224,36.803272470922266,21.40183594834388,6.066570074673354,4.626211835653862
-123.0,49.0,0.4702145305183928,-2.06379739310235,-0.0997556613994644,16.338537414965984,5.417416254768959,16.26643965593849,9.300128416276406,4.259259679776055,45.60004549973605,22.859417855106457,6.7527805754175105,4.781152356399706
-123.0,51.0,0.5755098764796313,-1.9931235617052003,-0.09708108256134335,19.378561151079136,5.762953469994391,17.149058080863938,7.098431141751274,3.9725415322244233,14.301969655939372,22.211554097690136,3.78179450207694,4.7129135465962175
-123.0,53.0,0.5860727679989932,-0.19246038442030056,-0.006244658806628831,19.40911877394636,6.666840301452351,19.065446613534892,8.590795061452466,0.03704099957120987,21.935561096248176,29.180129306712633,4.683541512173045,5.401863503154503
-123.0,61.0,0.33679086198963903,-10.558445597499599,-0.4276844755377734,23.60529411764706,4.780568896123999,11.933709014441844,8.173411932756778,111.48077343535866,43.07769466589604,20.261571787661413,6.563360013430319,4.501285570552197
-121.0,35.0,0.586451810788596,4.726307325980152,0.13485152999583253,31.551428571428573,3.9306150245209426,36.30047703698632,9.173696340370649,22.33798093961365,47.17739178961707,10.136173320719388,6.86858004172748,3.183735749197692
-121.0,37.0,0.8475016768724561,-2.6376056936997516,-0.12200321263726827,24.93921768707483,6.651981798173801,23.68565854258144,10.636541319831927,6.956963795437348,24.989756962958822,12.46671450033317,4.998975591354575,3.530823487563938
-121.0,39.0,0.900028343292017,-4.066826336540999,-0.13624274984325738,29.29098639455782,9.22369870469738,25.80391089917013,10.71142274119692,16.539076451583487,5.807292567124018,16.16021688015166,2.4098324769834143,4.019977223834938
-121.0,41.0,0.43783672207253743,-12.034862901894,-0.2852852949497094,40.33054421768708,4.851887185325959,28.193662639580257,8.987627037010723,144.83792506738448,47.10478608083087,19.02801269645403,6.863292655921855,4.362111036694737
-121.0,45.0,0.20344150973978808,0.009236096574699815,0.00034352345220838964,32.827,4.34212728591512,32.0976698331421,3.2603800482431455,8.530547993718166e-05,5.6501818537371244,18.07372869966483,2.377011117714245,4.251320818247528
-121.0,47.0,0.6160102608145354,-2.010836244498801,-0.07043209262692823,31.409744680851063,7.124270298420807,23.19916562400481,9.517134480608098,4.043462402190042,26.30162380488769,31.495210141727235,5.128510875964649,5.612059349448047
-121.0,49.0,0.5283352649426676,3.0607359905398983,0.1651266186981447,16.74715789473684,5.313546863845019,19.827434143649434,9.095002913250308,9.368104803786252,39.53477797214754,20.352655019401798,6.28766872315547,4.511391694300308
-121.0,51.0,0.8085208436713222,-2.473283958956051,-0.12094940735013324,21.025166666666667,8.26671161831548,18.6244946631664,8.168082309060168,6.117133541629316,2.2030682889597863,23.66522288346842,1.4842736570322153,4.86469144792025
-119.0,33.0,0.8192010697473397,10.428717660182404,0.511235341173608,21.876190476190477,8.262254428219487,32.847665027889015,11.836673073675607,108.75815203580035,25.686908781770924,22.45296442759884,5.068225407553508,4.738455911750033
-119.0,35.0,0.8833404819393276,-4.382392061741149,-0.1506680225161749,30.526734693877554,8.561016467293074,26.83140884379671,12.75639164640986,19.20536018281184,26.97866685576287,16.102736427019053,5.194099234300676,4.01282150450516
-119.0,37.0,0.9055068683082607,-3.289901019020796,-0.10295777296495073,35.59639455782313,12.468145209970025,32.172476199383404,11.30213127881938,10.823448714954072,0.00014738339078262605,27.990745426420812,0.01214015612678132,5.290628074852815
-119.0,39.0,0.8299966419950962,0.6571445580246511,0.020671830794060538,30.013231292517005,8.497990453133202,31.17965397585706,10.554189579547575,0.43183897014141404,12.25620306325085,22.466750916889886,3.5008860397406325,4.739910433424864
-119.0,45.0,0.6583886450233649,1.8791054060994519,0.059018862395703024,29.153260869565216,5.3947015381752434,30.07379309834065,5.958201280340783,3.531037127232186,5.790717858164839,16.487448733260777,2.4063910443161225,4.060473954264548
-119.0,49.0,0.5859204042192462,0.2534575218343491,0.010154535413319189,20.44929328621908,8.63309869721213,21.15198004734341,9.59751783976201,0.06424071537440955,20.60441981118127,48.943906430484795,4.539209161426831,6.995992169126892
-119.0,51.0,0.7727844961634559,2.5154707485201016,0.14358040310440565,16.91898148148148,7.829967109396648,19.623934269755683,7.975875318104946,6.32759308666028,3.7056178024031863,24.695270194675803,1.9249981304934263,4.9694335889189425
-119.0,53.0,0.02167797107844666,-25.53062201647468,-0.5131816234135771,43.68516129032258,6.884795960733217,18.865658383163925,7.45005575324669,651.8126605481017,53.301787896528865,47.37814033372213,7.300807345528908,6.883178069302154
-119.0,55.0,0.5300489066031334,-7.557349621922551,-0.2561010802188011,26.10142857142857,6.842368736264593,18.691936646645736,6.678882325583276,57.11353330797293,9.315267153484669,33.664403731234714,3.0520922583507644,5.80210338853374
-117.0,33.0,0.9118859819595404,-2.34149744786445,-0.08436040126152322,30.268673469387753,8.434200566143906,28.51791566008367,12.20695845185872,5.482610298355732,20.39361641799622,11.98380803021271,4.515929186556873,3.4617637166930835
-117.0,35.0,0.9193991797483116,-9.87099340822665,-0.3175190118730151,34.00697278911564,11.329853194043357,24.165890029811028,12.070273074886156,97.43651086525396,2.7344436980208733,19.85881506643387,1.6536153416139054,4.456323043321015
-117.0,37.0,0.8243678667941386,-12.298576064309849,-0.24676473527756804,47.076594827586206,8.766215601595295,35.55535886785052,10.884446899867704,151.25497320961512,13.379943031606688,24.622984177082582,3.6578604445230942,4.962155194780045
-117.0,43.0,0.6031881395015964,-2.1672200374200017,-0.0635332466195205,31.88263888888889,7.927941909325393,29.100057635172366,7.779476736893041,4.696842690594753,8.984623812218889,39.984351283606216,2.997436206530322,6.323318059658727
-117.0,47.0,0.27803048814318587,0.1018092174908034,0.003173604036496366,34.239999999999995,4.652047390938346,34.588079623442596,4.891671640633571,0.01036511676608971,12.947479587788632,19.96863289459076,3.598260633665748,4.46862762988714
-117.0,49.0,0.4460697259689741,-1.8703031370280971,-0.07270102948685062,22.510392156862746,5.6585314404456675,20.39643330048795,8.65947348567072,3.498033824377141,37.64281309703918,25.647899428152744,6.135373916644297,5.0643755220315905
-117.0,53.0,0.048595705306717946,-22.84581731643855,-0.5149698826818352,39.44863636363636,7.208133839357368,18.369926226633666,6.5645057745481505,521.9313688560834,38.616547939800846,51.83449432172692,6.214221426679359,7.1996176510789045
-117.0,63.0,0.15798454499179254,-13.285635011085397,-0.4349617154421668,28.8190625,5.437054442609965,16.16471716897605,6.46436589920693,176.50809764777807,31.420456771904,28.823730567979684,5.60539532699559,5.368773655871486
-115.0,33.0,0.7812034412811953,2.6581742113874016,0.09373380193249742,31.288741496598636,9.332042205291604,33.914742004932904,9.857685337760271,7.0658901380850345,6.591860365609475,33.939653260752074,2.567461852805115,5.82577490646112
-115.0,35.0,0.9202896846635841,-5.73145519785615,-0.1364585108487925,42.267701149425285,9.752597839905793,36.950745247729266,11.295703516361623,32.84957868503228,5.384666069357134,14.55867690688721,2.3204883256239697,3.815583429422978
-115.0,37.0,0.8364977841820703,5.297824975505701,0.17931801814158638,29.630714285714287,10.850371055764944,35.93851429300605,11.841449189636208,28.066949471091984,7.645987295964601,35.35112440368737,2.7651378439355607,5.94568115556892
-115.0,41.0,0.7501832595187856,-4.851982142312302,-0.11132669697512947,42.395348837209305,4.775526572230747,36.03413057346034,12.164292803729007,23.541730709317473,73.6468229122554,9.971203847726585,8.58177271385437,3.1577213062153833
-115.0,43.0,0.6223704797819452,-8.6687763063853,-0.23961590094304677,39.029629629629625,5.020601007143912,29.609968074148007,2.878133671784834,75.14768265014717,0.060782063226645144,15.442847756503895,-0.24654018582503978,3.92973889164457
-115.0,47.0,0.7908620653808385,0.7555572609199999,0.024699485482837524,23.578936170212767,7.68455996704701,23.268378826549963,8.607093970979486,0.5708667745289328,6.3992151506091695,22.117343346929594,2.5296670038977798,4.7029079670911695
-115.0,51.0,0.6174343078354894,0.5422119136954509,0.026809718364840293,20.640833333333333,7.0302224131033215,21.441535930243216,8.342651403200886,0.29399375935328304,16.01561095508113,30.58234626397118,4.001950893636893,5.5301307637316475
