longitude,latitude,Sn,Sv,SnSv,FNR,HOP,LER_etoo,LER_isop,Sv_adj,Sn_adj,SnSv_adj,FNR_NO2,FNR_NOy,FNR_NOx
5.0,51.0,-1762190.4407763646,4524889.340859254,-0.38944387542563275,0.04230372179982151,0.036448072477199264,3.137573094917522e-06,0.010508861762713503,4.5248893408592545,-2.3079347070155984,-0.5100532926131919,0.072388619909192,0.03685910828348698,0.04230372179982151
7.0,5.0,10521432.496734146,708198.8285710607,14.856608161811476,1.205460493747461,0.45999058454265995,0.0011549491895136185,0.5763107645154488,0.7081988285710668,22.259311168005418,31.430878264678924,1.5601910822736405,0.9655185157937518,1.205460493747461
7.0,7.0,9389749.979479725,3735979.0143512087,2.5133304934022367,0.9044087568943087,0.39638333597529696,0.0012717161021265732,0.45872064786956623,3.7359790143512077,19.99594613349658,5.352264040211448,1.097026712340454,0.7021128562073657,0.9044087568943087
7.0,9.0,5564251.9683849085,3724363.21979897,1.494014316005744,0.7322930632286538,0.36531366049766556,0.0012177016594780044,0.28518488809939674,3.7243632197989696,12.344950111306954,3.314647198125133,0.8700935829431659,0.5335472040253236,0.7322930632286538
7.0,11.0,3063127.4003769835,4403904.357381165,0.695548120894821,0.5041495503417661,0.31691176735472065,0.00042567100668259797,0.048388268370757624,4.403904357381165,7.3427009752910966,1.6673161766068694,0.5958230694727465,0.3637491209345259,0.5041495503417661
7.0,13.0,4619534.433407578,1730456.3612740713,2.669546910738844,0.4612235364119502,0.3728457638979753,0.00021450286338335823,0.013112604982773671,1.7304563612740709,10.455515041352283,6.042056462871028,0.5552146055686572,0.3165894133307546,0.4612235364119502
7.0,15.0,3724269.3945073136,60930.84080424439,61.1228951603091,0.6055292558918196,0.507466239912142,0.0002998857149002079,0.008951993504749095,0.06093084080424305,8.664984963551749,142.2101656432147,0.7238102013531835,0.37603234277753617,0.6055292558918196
7.0,17.0,939730.4295501026,837623.0905771669,1.1219012944146254,0.85056746785227,0.7734981314385977,0.00022093662073598898,0.0003697691193322133,0.8376230905771668,3.0959070336373355,3.6960621889065775,0.9971515621072975,0.4330568752981189,0.85056746785227
7.0,19.0,147826.47934866455,28296.17903057888,5.224255868218555,2.3805014704559437,1.7947217575556658,0.001840236190714224,0.003588019313214928,0.02829617903057889,1.51209913323446,53.43827983277801,2.7469792508633692,0.615078157134384,2.3805014704559437
7.0,21.0,-1797717.66947462,1882578.9094492383,-0.9549228775757159,3.1429750632882287,1.9113494528709256,0.002687024555770737,0.0005875133332353,1.8825789094492387,-2.378989164412109,-1.2636862935578614,3.6442333383007823,0.6493922053790211,3.1429750632882287
7.0,23.0,548277.2735408972,-36070.44082142546,-15.200182228303301,1.1038073797843846,1.1154517729166828,0.001816100444314229,0.03016819451715251,-0.03607044082142549,2.3130007216189252,-64.12454821580737,1.280050718352394,0.4498263899392088,1.1038073797843846
7.0,25.0,541363.4264219934,-44264.68661794912,-12.230142530874106,1.0525336184784362,1.1067687525308427,0.0004962467651782679,0.0028012512699268927,-0.04426468661794912,2.299173027381118,-51.94147305786672,1.2208811167436875,0.43398909365701516,1.0525336184784362
7.0,27.0,3004407.0085789426,-2726637.570935926,-1.1018725189602927,3.5218446061141297,1.9579096851236635,0.002236427080826877,0.00011795441424353665,-2.7266375709359267,7.225260191695018,-2.649879202396131,4.07742857176148,0.7987792343882938,3.5218446061141297
7.0,29.0,4367912.339665038,-3183254.3867645552,-1.3721530889350515,4.414600021729086,1.6935335550551998,0.0015851900892668125,0.004422218764052395,-3.183254386764555,9.952270853867207,-3.1264453432459254,5.2080582315251105,1.5028304673565158,4.414600021729086
7.0,31.0,1560044.9724516026,-89437.4530195893,-17.44286000753967,4.06506846832627,1.6481734684640568,0.005123436802474616,0.07803463212071285,-0.08943745301958926,4.3365361194403365,-48.48680248631986,4.813237494622192,1.3302312916850183,4.06506846832627
7.0,33.0,1751230.0846268027,119649.1617706732,14.636375706361536,1.2257518039223636,1.0701417501532078,0.006732256991427635,0.2101816385213679,0.11964916177067318,4.718906343790736,39.43952698001576,1.4603815065287769,0.41898545950674165,1.2257518039223636
7.0,35.0,1679190.4773188417,1459974.8816179603,1.150150251528947,0.1999090893303365,0.20609849772147715,0.0001927148244466365,0.029456042737577535,1.45997488161796,4.574827129174814,3.1334971490091257,0.23755993155320268,0.13603593634476552,0.1999090893303365
7.0,45.0,-38800.43298933277,4040478.2158170715,-0.009602930870272365,0.1622263388443773,0.1246765115558193,0.00011522344906340596,0.11015180870707261,4.040478215817071,1.1388453085584653,0.28185903938308116,0.21983112565971252,0.129870962101253,0.1622263388443773
7.0,47.0,22046.881188348358,4349137.426753776,0.005069253745059119,0.16146607278024577,0.14822249642147267,0.00010815487406653201,0.08214700511457132,4.349137426753776,1.2605399369138277,0.2898367683576977,0.2076340971788724,0.12668137499031593,0.16146607278024577
7.0,49.0,-747584.0714567844,4629934.696774716,-0.16146751961265524,0.08468411362672033,0.09048174496735777,2.4247603785313773e-05,0.028407196037446642,4.629934696774715,-0.2787219683764377,-0.06019997832163806,0.11913271693843146,0.06935378478371924,0.08468411362672033
7.0,51.0,-1665798.299583956,4540083.777431678,-0.3669091543782694,0.04896621170193598,0.054026143361151954,6.057674860567814e-06,0.012744511007284718,4.540083777431677,-2.11515042463078,-0.4658835669828365,0.07780261403132817,0.04140173407122754,0.04896621170193598
7.0,53.0,-1144097.5599997048,2963657.099406311,-0.3860424879210534,0.042928566430800695,0.048615507106975694,2.8991705030573814e-06,0.006405781356587253,2.9636570994063103,-1.0717489454622786,-0.3616305495251036,0.06605937172200776,0.035556472578506144,0.042928566430800695
7.0,59.0,41228.40093291566,1055387.0007915602,0.039064723084511734,0.2866802953325977,0.525733107357023,0.000759098436421814,0.23226204759094995,1.0553870007915602,1.298902976402962,1.2307361900693872,0.3590894210550072,0.1673919668473553,0.2866802953325977
7.0,61.0,174338.45077088533,489842.22047989815,0.35590735849614197,0.4213008667837595,0.8515912818443606,0.0020103863641262993,0.5167715279816368,0.48984222047989806,1.5651230760789014,3.195157564298054,0.5330737291813101,0.23491635357241242,0.4213008667837595
9.0,-1.0,-174713.5925522184,615267.3060684172,-0.283963719230663,5.868707934028844,3.20968244713186,0.15244596455870196,11.085471506413176,0.6152673060684172,0.8670189894326941,1.4091744854329742,7.235058499903476,2.1649418600910466,5.868707934028844
9.0,5.0,10440360.865822118,-1714865.6119744247,-6.088151043976864,1.622678794913081,0.7745468353248073,0.004105279594443598,1.8623465782425148,-1.714865611974425,22.09716790618136,-12.885655734118782,1.9517814612683024,1.2098860700482477,1.622678794913081
9.0,7.0,14006474.636315517,3052864.536250414,4.587977773006114,0.8365940199434051,0.32510981391975835,0.0009723105207149112,0.6933248872999501,3.0528645362504134,29.229395447168166,9.574416126261621,0.9913628013500195,0.6804062066351533,0.8365940199434051
9.0,9.0,5665677.941843675,4817223.447529589,1.1761293623921885,0.6363216733180437,0.31606138336592265,0.000720643593473312,0.2676278269390665,4.817223447529589,12.547802058224484,2.6047789135999824,0.7434079360426333,0.4919227349296695,0.6363216733180437
9.0,11.0,3873465.123718277,4552074.541880748,0.8509230435663967,0.4238971446983809,0.250555929611059,0.00026113818554737977,0.04954557287028182,4.552074541880748,8.963376421973685,1.9690750534744872,0.501528242402376,0.321783646050495,0.4238971446983809
9.0,13.0,3354294.304109658,3466752.5786146885,0.9675609170383977,0.3828923922723435,0.3194054813806364,0.00016075862266082098,0.012441176943181876,3.466752578614689,7.9250347827564465,2.2860110731996,0.4634002865719189,0.27542559571206005,0.3828923922723435
9.0,15.0,3487039.222856996,-549442.3797094666,-6.346505751341693,0.6885562643799885,0.6318407175575502,0.0004987949603993406,0.015759770043336868,-0.549442379709467,8.190524620251125,-14.906976459628204,0.8278251784789463,0.40162092967947355,0.6885562643799885
9.0,17.0,1403140.5081668014,327421.83415950777,4.285421318247345,0.5031024386503341,0.5305421483180515,7.540495063219792e-05,4.770083927330825e-05,0.3274218341595077,4.022727190870732,12.286068829823394,0.6000468356059482,0.2976384481896407,0.5031024386503341
9.0,19.0,539079.1998211714,-456905.6083815282,-1.179848069124654,2.8542227263941555,1.8610489535663202,0.002249544614856366,4.705686559153724e-05,-0.4569056083815282,2.2946045741794734,-5.022053859893569,3.3093061169179188,0.6386778921998474,2.8542227263941555
9.0,21.0,-785226.3858710695,620766.9046959502,-1.2649295249650447,6.637015812481008,2.0617955591496546,0.009824581217079319,9.378985996322106e-05,0.6207669046959503,-0.3540065972050077,-0.5702729873758315,7.7732036076114275,0.7266535038570185,6.637015812481008
9.0,23.0,-321018.1580618059,456154.715456694,-0.7037484151411395,3.386031974074916,1.802391593104488,0.0033717584696854406,0.0011523296315414829,0.4561547154566939,0.5744098584135191,1.2592434955723966,3.9417123289031584,0.6287118141159713,3.386031974074916
9.0,25.0,943980.328043229,-312560.3598321417,-3.020153702632627,1.197048262246543,1.1800036682958854,0.0004767186773191257,0.000506133463162487,-0.31256035983214153,3.104406830623589,-9.932183442234294,1.4016142871919448,0.44336198396867166,1.197048262246543
9.0,27.0,4777304.733348893,-4387897.996082908,-1.0887456220754472,3.58110761014098,1.8830272997645483,0.0019847295998595884,0.001192512958681515,-4.3878979960829065,10.771055641234916,-2.4547187858173274,4.170642845630418,0.8882328606431956,3.58110761014098
9.0,29.0,-231549.90085112676,1216877.3276643818,-0.19028204042189933,5.102972167166725,1.7891564731183398,0.0016957842199891706,0.0020267676382106485,1.2168773276643756,0.7533463728348759,0.6190816080704027,6.007627993945353,1.6016161745710467,5.102972167166725
9.0,31.0,1277927.21060039,-110359.37927231168,-11.57968827866552,3.4828663768621713,1.552865210240916,0.0050662221139310135,0.08017664561766909,-0.11035937927231163,3.7723005957379105,-34.18196641383569,4.107238489990312,1.0779129189116792,3.4828663768621713
9.0,33.0,1722567.8678747755,112334.3443643237,15.33429404535561,0.9934591490980663,0.9649526388627058,0.0032927115822867113,0.12934924359454705,0.11233434436432366,4.661581910286682,41.49738832469793,1.166381205564219,0.3667076777735272,0.9934591490980663
9.0,35.0,1845773.3286843183,1105496.1916393545,1.6696333670287886,0.2842767896030226,0.2956477781016029,0.00035680660441668807,0.04530698803934078,1.105496191639354,4.907992831905767,4.439628891554699,0.33675127180284775,0.17332991230847566,0.2842767896030226
9.0,37.0,302046.65317088226,3661598.185029876,0.08249038750504455,0.2339500790864988,0.18569488820051633,0.00011877587688202732,0.02586580984826334,3.6615981850298747,1.820539480878896,0.49719805092814745,0.2843825599899131,0.14579687202408376,0.2339500790864988
9.0,39.0,807944.4795336276,2248421.594201421,0.3593385162361367,0.5803141000540215,0.4428119134519584,0.00027534087432291225,0.01871988174506134,2.248421594201421,2.832335133604386,1.2596993112452095,0.6973488880030774,0.21206533160951188,0.5803141000540215
9.0,41.0,1014951.7854406477,1651221.3012063345,0.6146673281765159,0.5093432950103819,0.4703452183248855,0.00042647234776020616,0.03481987684914957,1.6512213012063346,3.246349745418427,1.9660294734853152,0.6018394889474865,0.20968767295622398,0.5093432950103819
9.0,45.0,-900496.6478400584,5599446.189049127,-0.16081887698129246,0.10057626602015968,0.0744135319318905,2.6558838742639346e-05,0.0270099166537428,5.599446189049123,-0.5845471211429858,-0.10439373848902928,0.1454084106104465,0.08164395863981284,0.10057626602015968
9.0,47.0,202227.22179919976,3529181.928820105,0.05730144432276674,0.1638590024831147,0.14428031906743635,0.00013495529690680312,0.10124351238833307,3.5291819288201043,1.6209006181355303,0.45928508386005445,0.21444646086702773,0.12850991045075782,0.1638590024831147
9.0,49.0,-684802.7353984921,4759767.241456002,-0.14387315611446003,0.09974089216797538,0.10519800908877563,3.8884286062252895e-05,0.03753269236768399,4.759767241456002,-0.15315929625985314,-0.032177896205908184,0.13624973822894704,0.0801389882681362,0.09974089216797538
9.0,51.0,-833767.6936485205,3877130.432231571,-0.2150476256143455,0.07490433228979719,0.09490662657831354,1.962538678546129e-05,0.018794881644784118,3.877130432231571,-0.45108921275990976,-0.1163461535907821,0.10358517944717606,0.05824563756346714,0.07490433228979719
9.0,53.0,-1213474.0415430295,3163580.100149327,-0.38357620263376646,0.027045860007795595,0.029418768377361168,1.2232607255237045e-06,0.00553512211167393,3.163580100149326,-1.210501908548928,-0.3826367185998516,0.04699207427595821,0.02389269054238442,0.027045860007795595
9.0,55.0,-730531.1121868935,2208929.3723714203,-0.33071727929563627,0.041703827934054014,0.05791365955142895,3.7356590161308662e-06,0.006778243579391372,2.2089293723714203,-0.24461604983665608,-0.11073964287687743,0.059572476480643136,0.034379269653730955,0.041703827934054014
9.0,59.0,64351.70467761576,1117751.8619008453,0.057572442391801926,0.23436317691535932,0.43137997873283185,0.0004643103576748177,0.21686132486585233,1.117751861900845,1.3451495838923624,1.2034420426773484,0.30669745626217004,0.15683545522060596,0.23436317691535932
9.0,61.0,117944.32227531358,574428.4394861507,0.20532465694215887,0.23214731814770231,0.4276712217276054,0.0005685739820556367,0.29815880306833864,0.5744284394861507,1.452334819087758,2.5283128745974515,0.3110180726440747,0.16388464427450852,0.23214731814770231
9.0,63.0,88523.97151289265,720679.0966621747,0.12283410455900752,0.7994142768747016,0.8486263936457477,0.001832751675070124,0.370906334424533,0.7206790966621748,1.3934941175629163,1.9335847591762885,0.9995940766866901,0.5044061134806513,0.7994142768747016
